year,quarter,district,b_worker
2019,1,1000856,8463
2019,1,1000855,5107
2019,1,1000854,7174
2019,1,1000853,12071
2019,1,1000852,37403
2019,1,1000851,11399
2019,1,1000850,28797
2019,1,1000849,20262
2019,1,1000848,11925
2019,1,1000847,32395
2019,1,1000846,97241
2019,1,1000845,38304
2019,1,1000844,17820
2019,1,1000843,1325
2019,1,1000842,558
2019,1,1000841,856
2019,1,1000840,881
2019,1,1000839,2468
2019,1,1000838,1348
2019,1,1000837,5137
2019,1,1000836,3681
2019,1,1000835,2054
2019,1,1000834,5174
2019,1,1000833,3749
2019,1,1000832,4127
2019,1,1000831,6336
2019,1,1000830,5248
2019,1,1000829,15946
2019,1,1000828,2686
2019,1,1000827,3141
2019,1,1000826,1169
2019,1,1000825,764
2019,1,1000824,3935
2019,1,1000823,1106
2019,1,1000822,731
2019,1,1000821,3803
2019,1,1000820,4716
2019,1,1000819,825
2019,1,1000818,584
2019,1,1000817,2177
2019,1,1000816,1297
2019,1,1000815,2362
2019,1,1000814,4663
2019,1,1000813,1461
2019,1,1000812,4758
2019,1,1000811,2107
2019,1,1000810,945
2019,1,1000809,1014
2019,1,1000808,627
2019,1,1000807,1710
2019,1,1000806,1651
2019,1,1000805,330
2019,1,1000804,8367
2019,1,1000803,2316
2019,1,1000802,6490
2019,1,1000801,4438
2019,1,1000800,2111
2019,1,1000799,3083
2019,1,1000798,2729
2019,1,1000797,2836
2019,1,1000796,3720
2019,1,1000795,5732
2019,1,1000794,1346
2019,1,1000793,1732
2019,1,1000792,1339
2019,1,1000791,1101
2019,1,1000790,580
2019,1,1000789,631
2019,1,1000788,4958
2019,1,1000787,2117
2019,1,1000786,1336
2019,1,1000785,15876
2019,1,1000784,965
2019,1,1000783,1944
2019,1,1000782,1574
2019,1,1000781,6153
2019,1,1000780,7007
2019,1,1000779,5201
2019,1,1000778,5542
2019,1,1000777,8009
2019,1,1000776,2195
2019,1,1000775,3208
2019,1,1000774,4908
2019,1,1000773,31246
2019,1,1000772,21911
2019,1,1000771,29116
2019,1,1000770,21628
2019,1,1000769,892
2019,1,1000768,4986
2019,1,1000767,1771
2019,1,1000766,2183
2019,1,1000765,5138
2019,1,1000764,1095
2019,1,1000763,1036
2019,1,1000762,934
2019,1,1000761,2840
2019,1,1000760,2607
2019,1,1000759,7362
2019,1,1000758,2513
2019,1,1000757,4046
2019,1,1000756,1834
2019,1,1000755,6273
2019,1,1000754,1313
2019,1,1000753,4793
2019,1,1000752,4029
2019,1,1000751,1115
2019,1,1000750,1005
2019,1,1000749,2397
2019,1,1000748,2268
2019,1,1000747,1971
2019,1,1000746,2587
2019,1,1000745,1167
2019,1,1000744,5664
2019,1,1000743,8087
2019,1,1000742,3448
2019,1,1000741,5859
2019,1,1000740,3169
2019,1,1000739,6383
2019,1,1000738,21301
2019,1,1000737,4334
2019,1,1000736,4125
2019,1,1000735,570
2019,1,1000734,1344
2019,1,1000733,1625
2019,1,1000732,1946
2019,1,1000731,3869
2019,1,1000730,4214
2019,1,1000729,2568
2019,1,1000728,6446
2019,1,1000727,13211
2019,1,1000726,13194
2019,1,1000725,5080
2019,1,1000724,2450
2019,1,1000723,2492
2019,1,1000722,2843
2019,1,1000721,13525
2019,1,1000720,17052
2019,1,1000719,35286
2019,1,1000718,2599
2019,1,1000717,1034
2019,1,1000716,3641
2019,1,1000715,1786
2019,1,1000714,1717
2019,1,1000713,14871
2019,1,1000712,5343
2019,1,1000711,7984
2019,1,1000710,19438
2019,1,1000709,2701
2019,1,1000708,2799
2019,1,1000707,7507
2019,1,1000706,3358
2019,1,1000705,2377
2019,1,1000704,1065
2019,1,1000703,2703
2019,1,1000702,16100
2019,1,1000701,2734
2019,1,1000700,17765
2019,1,1000699,1371
2019,1,1000698,4338
2019,1,1000697,4745
2019,1,1000696,5890
2019,1,1000695,6711
2019,1,1000694,15871
2019,1,1000693,4827
2019,1,1000692,2779
2019,1,1000691,13918
2019,1,1000690,18438
2019,1,1000689,26435
2019,1,1000688,22391
2019,1,1000687,15129
2019,1,1000686,20982
2019,1,1000685,20596
2019,1,1000684,25247
2019,1,1000683,1457
2019,1,1000682,4436
2019,1,1000681,1058
2019,1,1000680,4676
2019,1,1000679,6463
2019,1,1000678,3491
2019,1,1000677,1854
2019,1,1000676,2258
2019,1,1000675,3446
2019,1,1000674,3293
2019,1,1000673,4124
2019,1,1000672,2997
2019,1,1000671,2683
2019,1,1000670,88616
2019,1,1000669,8943
2019,1,1000668,30689
2019,1,1000667,2963
2019,1,1000666,1354
2019,1,1000665,958
2019,1,1000664,1600
2019,1,1000663,1043
2019,1,1000662,724
2019,1,1000661,819
2019,1,1000660,6379
2019,1,1000659,6923
2019,1,1000658,1889
2019,1,1000657,628
2019,1,1000656,2415
2019,1,1000655,26487
2019,1,1000654,31211
2019,1,1000653,5192
2019,1,1000652,1855
2019,1,1000651,16103
2019,1,1000650,2713
2019,1,1000649,2580
2019,1,1000648,15305
2019,1,1000647,2210
2019,1,1000646,976
2019,1,1000645,1687
2019,1,1000644,34622
2019,1,1000643,34484
2019,1,1000642,53978
2019,1,1000641,3827
2019,1,1000640,7769
2019,1,1000639,1481
2019,1,1000638,2942
2019,1,1000637,2620
2019,1,1000636,12969
2019,1,1000635,6471
2019,1,1000634,17022
2019,1,1000633,5648
2019,1,1000632,5042
2019,1,1000631,23289
2019,1,1000630,6980
2019,1,1000629,979
2019,1,1000628,4694
2019,1,1000627,6247
2019,1,1000626,23099
2019,1,1000625,16106
2019,1,1000624,2562
2019,1,1000623,1208
2019,1,1000622,1484
2019,1,1000621,1409
2019,1,1000620,3897
2019,1,1000619,2971
2019,1,1000618,1060
2019,1,1000617,1329
2019,1,1000616,4178
2019,1,1000615,4598
2019,1,1000614,2762
2019,1,1000613,1660
2019,1,1000612,4250
2019,1,1000611,2152
2019,1,1000610,1896
2019,1,1000609,5496
2019,1,1000608,17556
2019,1,1000607,12067
2019,1,1000606,6306
2019,1,1000605,3578
2019,1,1000604,2658
2019,1,1000603,2230
2019,1,1000602,3541
2019,1,1000601,888
2019,1,1000600,2636
2019,1,1000599,1836
2019,1,1000598,2905
2019,1,1000597,4065
2019,1,1000596,3291
2019,1,1000595,4131
2019,1,1000594,1996
2019,1,1000593,2917
2019,1,1000592,3211
2019,1,1000591,8044
2019,1,1000590,6133
2019,1,1000589,2966
2019,1,1000588,1874
2019,1,1000587,3441
2019,1,1000586,2622
2019,1,1000585,1497
2019,1,1000584,1777
2019,1,1000583,4330
2019,1,1000582,1967
2019,1,1000581,3847
2019,1,1000580,5091
2019,1,1000579,5318
2019,1,1000578,7386
2019,1,1000577,5087
2019,1,1000576,10389
2019,1,1000575,5437
2019,1,1000574,3471
2019,1,1000573,3235
2019,1,1000572,1089
2019,1,1000571,948
2019,1,1000570,1577
2019,1,1000569,1944
2019,1,1000568,13793
2019,1,1000567,11116
2019,1,1000566,3988
2019,1,1000565,2875
2019,1,1000564,2357
2019,1,1000563,3034
2019,1,1000562,3066
2019,1,1000561,2931
2019,1,1000560,2131
2019,1,1000559,1832
2019,1,1000558,2563
2019,1,1000557,3418
2019,1,1000556,1547
2019,1,1000555,1387
2019,1,1000554,2418
2019,1,1000553,1657
2019,1,1000552,2024
2019,1,1000551,4025
2019,1,1000550,1710
2019,1,1000549,1576
2019,1,1000548,3903
2019,1,1000547,3015
2019,1,1000546,1392
2019,1,1000545,1885
2019,1,1000544,2066
2019,1,1000543,3308
2019,1,1000542,1076
2019,1,1000541,3878
2019,1,1000540,1944
2019,1,1000539,2906
2019,1,1000538,3692
2019,1,1000537,4402
2019,1,1000536,4013
2019,1,1000535,1627
2019,1,1000534,3158
2019,1,1000533,2779
2019,1,1000532,2135
2019,1,1000531,1764
2019,1,1000530,1563
2019,1,1000529,2330
2019,1,1000528,2806
2019,1,1000527,2438
2019,1,1000526,1661
2019,1,1000525,1256
2019,1,1000524,1997
2019,1,1000523,1500
2019,1,1000522,5321
2019,1,1000521,7679
2019,1,1000520,1938
2019,1,1000519,6463
2019,1,1000518,1598
2019,1,1000517,2085
2019,1,1000516,1930
2019,1,1000515,3380
2019,1,1000514,1595
2019,1,1000513,3820
2019,1,1000512,2978
2019,1,1000511,3945
2019,1,1000510,2378
2019,1,1000509,3097
2019,1,1000508,2812
2019,1,1000507,2670
2019,1,1000506,4594
2019,1,1000505,18387
2019,1,1000504,20554
2019,1,1000503,13233
2019,1,1000502,5868
2019,1,1000501,2094
2019,1,1000500,7020
2019,1,1000499,10157
2019,1,1000498,6101
2019,1,1000497,12516
2019,1,1000496,5442
2019,1,1000495,5261
2019,1,1000494,6641
2019,1,1000493,9691
2019,1,1000492,8411
2019,1,1000491,14766
2019,1,1000490,1026
2019,1,1000489,765
2019,1,1000488,7231
2019,1,1000487,29628
2019,1,1000486,10376
2019,1,1000485,3331
2019,1,1000484,7318
2019,1,1000483,3511
2019,1,1000482,7976
2019,1,1000481,5453
2019,1,1000480,38317
2019,1,1000479,6304
2019,1,1000478,1375
2019,1,1000477,22115
2019,1,1000476,2741
2019,1,1000475,4672
2019,1,1000474,9393
2019,1,1000473,18429
2019,1,1000472,10927
2019,1,1000471,23468
2019,1,1000470,4280
2019,1,1000469,11433
2019,1,1000468,17150
2019,1,1000467,13036
2019,1,1000466,16994
2019,1,1000465,6895
2019,1,1000464,4166
2019,1,1000463,2683
2019,1,1000462,26843
2019,1,1000461,14793
2019,1,1000460,2344
2019,1,1000459,6774
2019,1,1000458,3708
2019,1,1000457,1111
2019,1,1000456,1502
2019,1,1000455,1324
2019,1,1000454,1591
2019,1,1000453,1322
2019,1,1000452,73203
2019,1,1000451,29853
2019,1,1000450,1479
2019,1,1000449,2271
2019,1,1000448,1572
2019,1,1000447,1871
2019,1,1000446,3364
2019,1,1000445,2020
2019,1,1000444,5662
2019,1,1000443,4447
2019,1,1000442,1866
2019,1,1000441,1837
2019,1,1000440,1262
2019,1,1000439,6893
2019,1,1000438,1925
2019,1,1000437,2195
2019,1,1000436,3270
2019,1,1000435,1521
2019,1,1000434,1762
2019,1,1000433,1728
2019,1,1000432,2345
2019,1,1000431,1627
2019,1,1000430,5158
2019,1,1000429,5070
2019,1,1000428,4194
2019,1,1000427,2214
2019,1,1000426,1705
2019,1,1000425,2169
2019,1,1000424,2313
2019,1,1000423,1568
2019,1,1000422,1835
2019,1,1000421,3251
2019,1,1000420,1259
2019,1,1000419,2358
2019,1,1000418,2269
2019,1,1000417,1610
2019,1,1000416,4092
2019,1,1000415,2948
2019,1,1000414,776
2019,1,1000413,7999
2019,1,1000412,4092
2019,1,1000411,2381
2019,1,1000410,1381
2019,1,1000409,1316
2019,1,1000408,1037
2019,1,1000407,2063
2019,1,1000406,2118
2019,1,1000405,3322
2019,1,1000404,2653
2019,1,1000403,4098
2019,1,1000402,4035
2019,1,1000401,3899
2019,1,1000400,3891
2019,1,1000399,2770
2019,1,1000398,2793
2019,1,1000397,1148
2019,1,1000396,1522
2019,1,1000395,1980
2019,1,1000394,2214
2019,1,1000393,2256
2019,1,1000392,1091
2019,1,1000391,1382
2019,1,1000390,1474
2019,1,1000389,2053
2019,1,1000388,1337
2019,1,1000387,2224
2019,1,1000386,2486
2019,1,1000385,2035
2019,1,1000384,3119
2019,1,1000383,2534
2019,1,1000382,3033
2019,1,1000381,1958
2019,1,1000380,3924
2019,1,1000379,6738
2019,1,1000378,4460
2019,1,1000377,3373
2019,1,1000376,840
2019,1,1000375,1558
2019,1,1000374,2060
2019,1,1000373,1438
2019,1,1000372,2040
2019,1,1000371,3935
2019,1,1000370,1305
2019,1,1000369,1670
2019,1,1000368,953
2019,1,1000367,1418
2019,1,1000366,1252
2019,1,1000365,1570
2019,1,1000364,2106
2019,1,1000363,2412
2019,1,1000362,4034
2019,1,1000361,2791
2019,1,1000360,2424
2019,1,1000359,2804
2019,1,1000358,6893
2019,1,1000357,2478
2019,1,1000356,1349
2019,1,1000355,1173
2019,1,1000354,1563
2019,1,1000353,1758
2019,1,1000352,2643
2019,1,1000351,2834
2019,1,1000350,7029
2019,1,1000349,5433
2019,1,1000348,2031
2019,1,1000347,3125
2019,1,1000346,1630
2019,1,1000345,1473
2019,1,1000344,1444
2019,1,1000343,1249
2019,1,1000342,7174
2019,1,1000341,701
2019,1,1000340,998
2019,1,1000339,2936
2019,1,1000338,2183
2019,1,1000337,2670
2019,1,1000336,2160
2019,1,1000335,1832
2019,1,1000334,2004
2019,1,1000333,943
2019,1,1000332,1369
2019,1,1000331,2025
2019,1,1000330,1295
2019,1,1000329,1669
2019,1,1000328,638
2019,1,1000327,6880
2019,1,1000326,2293
2019,1,1000325,1719
2019,1,1000324,4267
2019,1,1000323,1382
2019,1,1000322,1949
2019,1,1000321,1199
2019,1,1000320,1682
2019,1,1000319,7281
2019,1,1000318,2265
2019,1,1000317,1538
2019,1,1000316,2474
2019,1,1000315,3673
2019,1,1000314,3293
2019,1,1000313,1957
2019,1,1000312,4826
2019,1,1000311,1920
2019,1,1000310,3515
2019,1,1000309,3928
2019,1,1000308,2890
2019,1,1000307,1065
2019,1,1000306,4425
2019,1,1000305,5945
2019,1,1000304,1766
2019,1,1000303,2110
2019,1,1000302,3443
2019,1,1000301,1812
2019,1,1000300,1826
2019,1,1000299,2446
2019,1,1000298,2107
2019,1,1000297,1449
2019,1,1000296,1686
2019,1,1000295,3631
2019,1,1000294,5558
2019,1,1000293,3841
2019,1,1000292,2079
2019,1,1000291,7671
2019,1,1000290,7054
2019,1,1000289,4175
2019,1,1000288,5387
2019,1,1000287,2268
2019,1,1000286,2849
2019,1,1000285,6898
2019,1,1000284,4867
2019,1,1000283,1204
2019,1,1000282,3554
2019,1,1000281,2150
2019,1,1000280,1510
2019,1,1000279,2218
2019,1,1000278,1466
2019,1,1000277,6772
2019,1,1000276,5849
2019,1,1000275,6733
2019,1,1000274,5562
2019,1,1000273,2346
2019,1,1000272,2680
2019,1,1000271,2751
2019,1,1000270,5726
2019,1,1000269,8344
2019,1,1000268,9236
2019,1,1000267,1584
2019,1,1000266,794
2019,1,1000265,3257
2019,1,1000264,1831
2019,1,1000263,3622
2019,1,1000262,1420
2019,1,1000261,1434
2019,1,1000260,4620
2019,1,1000259,1911
2019,1,1000258,2733
2019,1,1000257,1602
2019,1,1000256,1406
2019,1,1000255,3245
2019,1,1000254,1483
2019,1,1000253,1857
2019,1,1000252,2774
2019,1,1000251,1943
2019,1,1000250,4299
2019,1,1000249,4907
2019,1,1000248,4140
2019,1,1000247,1959
2019,1,1000246,1940
2019,1,1000245,2362
2019,1,1000244,1719
2019,1,1000243,2323
2019,1,1000242,1910
2019,1,1000241,1514
2019,1,1000240,1522
2019,1,1000239,3574
2019,1,1000238,2445
2019,1,1000237,3991
2019,1,1000236,2820
2019,1,1000235,3228
2019,1,1000234,2420
2019,1,1000233,3739
2019,1,1000232,2341
2019,1,1000231,3046
2019,1,1000230,6492
2019,1,1000229,1947
2019,1,1000228,4272
2019,1,1000227,1868
2019,1,1000226,1769
2019,1,1000225,1882
2019,1,1000224,2545
2019,1,1000223,2377
2019,1,1000222,4122
2019,1,1000221,1078
2019,1,1000220,757
2019,1,1000219,831
2019,1,1000218,1589
2019,1,1000217,3490
2019,1,1000216,2540
2019,1,1000215,2110
2019,1,1000214,8346
2019,1,1000213,6423
2019,1,1000212,13441
2019,1,1000211,5812
2019,1,1000210,12675
2019,1,1000209,15131
2019,1,1000208,6686
2019,1,1000207,881
2019,1,1000206,3163
2019,1,1000205,9905
2019,1,1000204,2142
2019,1,1000203,5278
2019,1,1000202,8560
2019,1,1000201,12058
2019,1,1000200,4947
2019,1,1000199,4264
2019,1,1000198,2135
2019,1,1000197,3316
2019,1,1000196,3682
2019,1,1000195,5777
2019,1,1000194,990
2019,1,1000193,5807
2019,1,1000192,3090
2019,1,1000191,6421
2019,1,1000190,3412
2019,1,1000189,4559
2019,1,1000188,1702
2019,1,1000187,3632
2019,1,1000186,3860
2019,1,1000185,3117
2019,1,1000184,2759
2019,1,1000183,4250
2019,1,1000182,12958
2019,1,1000181,2511
2019,1,1000180,3031
2019,1,1000179,3095
2019,1,1000178,3092
2019,1,1000177,4094
2019,1,1000176,3833
2019,1,1000175,4157
2019,1,1000174,2630
2019,1,1000173,3359
2019,1,1000172,3206
2019,1,1000171,2952
2019,1,1000170,15916
2019,1,1000169,6578
2019,1,1000168,7076
2019,1,1000167,2933
2019,1,1000166,4232
2019,1,1000165,5217
2019,1,1000164,1972
2019,1,1000163,2146
2019,1,1000162,2594
2019,1,1000161,3515
2019,1,1000160,16464
2019,1,1000159,6423
2019,1,1000158,5958
2019,1,1000157,4209
2019,1,1000156,3130
2019,1,1000155,4627
2019,1,1000154,4610
2019,1,1000153,8570
2019,1,1000152,16900
2019,1,1000151,5109
2019,1,1000150,2158
2019,1,1000149,6393
2019,1,1000148,4088
2019,1,1000147,1273
2019,1,1000146,2207
2019,1,1000145,1847
2019,1,1000144,3797
2019,1,1000143,5726
2019,1,1000142,7899
2019,1,1000141,1499
2019,1,1000140,1716
2019,1,1000139,6533
2019,1,1000138,3392
2019,1,1000137,6722
2019,1,1000136,2786
2019,1,1000135,6324
2019,1,1000134,3583
2019,1,1000133,3154
2019,1,1000132,10878
2019,1,1000131,2479
2019,1,1000130,3178
2019,1,1000129,4547
2019,1,1000128,3067
2019,1,1000127,2562
2019,1,1000126,1715
2019,1,1000125,1436
2019,1,1000124,12220
2019,1,1000123,1393
2019,1,1000122,3295
2019,1,1000121,10825
2019,1,1000120,16842
2019,1,1000119,4246
2019,1,1000118,11028
2019,1,1000117,3584
2019,1,1000116,17720
2019,1,1000115,25791
2019,1,1000114,23053
2019,1,1000113,23838
2019,1,1000112,11738
2019,1,1000111,2163
2019,1,1000110,33332
2019,1,1000109,49655
2019,1,1000108,18302
2019,1,1000107,36587
2019,1,1000106,8513
2019,1,1000105,4850
2019,1,1000104,19094
2019,1,1000103,8451
2019,1,1000102,6837
2019,1,1000101,967
2019,1,1000100,4790
2019,1,1000099,10605
2019,1,1000098,1094
2019,1,1000097,2086
2019,1,1000096,8449
2019,1,1000095,3657
2019,1,1000094,3118
2019,1,1000093,10947
2019,1,1000092,45575
2019,1,1000091,38192
2019,1,1000090,1286
2019,1,1000089,1127
2019,1,1000088,18732
2019,1,1000087,6395
2019,1,1000086,1380
2019,1,1000085,5214
2019,1,1000084,6791
2019,1,1000083,18633
2019,1,1000082,11827
2019,1,1000081,16014
2019,1,1000080,16379
2019,1,1000079,28361
2019,1,1000078,13905
2019,1,1000077,45435
2019,1,1000076,7404
2019,1,1000075,8771
2019,1,1000074,8895
2019,1,1000073,18020
2019,1,1000072,967
2019,1,1000071,13866
2019,1,1000070,6909
2019,1,1000069,8331
2019,1,1000068,24009
2019,1,1000067,7424
2019,1,1000066,15772
2019,1,1000065,18748
2019,1,1000064,4054
2019,1,1000063,5950
2019,1,1000062,7643
2019,1,1000061,5267
2019,1,1000060,4354
2019,1,1000059,3102
2019,1,1000058,21113
2019,1,1000057,5822
2019,1,1000056,22686
2019,1,1000055,5494
2019,1,1000054,3795
2019,1,1000053,5937
2019,1,1000052,4251
2019,1,1000051,4566
2019,1,1000050,2681
2019,1,1000049,4827
2019,1,1000048,68559
2019,1,1000047,43522
2019,1,1000046,43644
2019,1,1000045,28227
2019,1,1000044,31400
2019,1,1000043,2590
2019,1,1000042,13120
2019,1,1000041,11707
2019,1,1000040,84234
2019,1,1000039,129323
2019,1,1000038,7420
2019,1,1000037,16936
2019,1,1000036,14136
2019,1,1000035,4113
2019,1,1000034,12439
2019,1,1000033,8779
2019,1,1000032,7221
2019,1,1000031,3116
2019,1,1000030,10247
2019,1,1000029,3323
2019,1,1000028,4927
2019,1,1000027,4396
2019,1,1000026,812
2019,1,1000025,1236
2019,1,1000024,1921
2019,1,1000023,3331
2019,1,1000022,5751
2019,1,1000021,3045
2019,1,1000020,3125
2019,1,1000019,9227
2019,1,1000018,6966
2019,1,1000017,11993
2019,1,1000016,6622
2019,1,1000015,9945
2019,1,1000014,17515
2019,1,1000013,21762
2019,1,1000012,1538
2019,1,1000011,8362
2019,1,1000010,20714
2019,1,1000009,4899
2019,1,1000008,5532
2019,1,1000007,18646
2019,1,1000006,17681
2019,1,1000005,1762
2019,1,1000004,18294
2019,1,1000003,54090
2019,1,1000002,9382
2019,1,1000001,31172
2018,4,1001010,3706
2018,4,1001009,3670
2018,4,1001008,5097
2018,4,1001007,2109
2018,4,1001006,1756
2018,4,1001005,6805
2018,4,1001004,7705
2018,4,1001003,4485
2018,4,1001002,4122
2018,4,1001001,5017
2018,4,1001000,7227
2018,4,1000999,7620
2018,4,1000998,2920
2018,4,1000997,2984
2018,4,1000996,4167
2018,4,1000995,5500
2018,4,1000994,4800
2018,4,1000993,15156
2018,4,1000992,3966
2018,4,1000991,5554
2018,4,1000990,4676
2018,4,1000989,3802
2018,4,1000988,3877
2018,4,1000987,2561
2018,4,1000986,8647
2018,4,1000985,1483
2018,4,1000984,15210
2018,4,1000983,10613
2018,4,1000982,5239
2018,4,1000981,4364
2018,4,1000980,4331
2018,4,1000979,3991
2018,4,1000978,3562
2018,4,1000977,3887
2018,4,1000976,885
2018,4,1000975,601
2018,4,1000974,2695
2018,4,1000973,2452
2018,4,1000972,2294
2018,4,1000971,1966
2018,4,1000970,756
2018,4,1000969,1623
2018,4,1000968,4162
2018,4,1000967,8628
2018,4,1000966,4139
2018,4,1000965,2558
2018,4,1000964,10304
2018,4,1000963,22045
2018,4,1000962,12078
2018,4,1000961,9566
2018,4,1000960,16135
2018,4,1000959,28305
2018,4,1000958,37156
2018,4,1000957,8777
2018,4,1000956,9966
2018,4,1000955,9178
2018,4,1000954,8059
2018,4,1000953,18537
2018,4,1000952,5865
2018,4,1000951,10895
2018,4,1000950,7835
2018,4,1000949,8532
2018,4,1000948,5349
2018,4,1000947,7377
2018,4,1000946,5723
2018,4,1000945,8434
2018,4,1000944,4586
2018,4,1000943,5240
2018,4,1000942,1403
2018,4,1000941,4762
2018,4,1000940,2354
2018,4,1000939,14090
2018,4,1000938,16219
2018,4,1000937,21869
2018,4,1000936,25282
2018,4,1000935,71886
2018,4,1000934,8245
2018,4,1000933,3234
2018,4,1000932,33327
2018,4,1000931,104684
2018,4,1000930,105329
2018,4,1000929,14787
2018,4,1000928,973
2018,4,1000927,14378
2018,4,1000926,23079
2018,4,1000925,23714
2018,4,1000924,16727
2018,4,1000923,29081
2018,4,1000922,8451
2018,4,1000921,17925
2018,4,1000920,3354
2018,4,1000919,6984
2018,4,1000918,11468
2018,4,1000917,6446
2018,4,1000916,42906
2018,4,1000915,13361
2018,4,1000914,26004
2018,4,1000913,27829
2018,4,1000912,74278
2018,4,1000911,11788
2018,4,1000910,16151
2018,4,1000909,27530
2018,4,1000908,30146
