year,quarter,district,s_worker
2019,2,1000254,323
2019,2,1000253,160
2019,2,1000252,1288
2019,2,1000251,237
2019,2,1000250,192
2019,2,1000249,351
2019,2,1000248,151
2019,2,1000247,228
2019,2,1000246,195
2019,2,1000245,573
2019,2,1000244,542
2019,2,1000243,241
2019,2,1000242,94
2019,2,1000241,60
2019,2,1000240,103
2019,2,1000239,358
2019,2,1000238,145
2019,2,1000237,650
2019,2,1000236,124
2019,2,1000235,464
2019,2,1000234,133
2019,2,1000233,1067
2019,2,1000232,132
2019,2,1000231,304
2019,2,1000230,454
2019,2,1000229,310
2019,2,1000228,518
2019,2,1000227,93
2019,2,1000226,433
2019,2,1000225,98
2019,2,1000224,169
2019,2,1000223,225
2019,2,1000222,236
2019,2,1000221,228
2019,2,1000220,240
2019,2,1000219,32
2019,2,1000218,96
2019,2,1000217,116
2019,2,1000216,165
2019,2,1000215,443
2019,2,1000214,1152
2019,2,1000213,752
2019,2,1000212,1168
2019,2,1000211,56
2019,2,1000210,1878
2019,2,1000209,322
2019,2,1000208,99
2019,2,1000207,260
2019,2,1000206,99
2019,2,1000205,495
2019,2,1000204,201
2019,2,1000203,199
2019,2,1000202,548
2019,2,1000201,850
2019,2,1000200,272
2019,2,1000199,342
2019,2,1000198,424
2019,2,1000197,285
2019,2,1000196,585
2019,2,1000195,430
2019,2,1000194,73
2019,2,1000193,843
2019,2,1000192,168
2019,2,1000191,114
2019,2,1000190,254
2019,2,1000189,358
2019,2,1000188,180
2019,2,1000187,166
2019,2,1000186,167
2019,2,1000185,246
2019,2,1000184,250
2019,2,1000183,314
2019,2,1000182,1182
2019,2,1000181,439
2019,2,1000180,440
2019,2,1000179,23
2019,2,1000178,242
2019,2,1000177,930
2019,2,1000176,696
2019,2,1000175,347
2019,2,1000174,95
2019,2,1000173,536
2019,2,1000172,198
2019,2,1000171,89
2019,2,1000170,5461
2019,2,1000169,147
2019,2,1000168,105
2019,2,1000167,293
2019,2,1000166,1171
2019,2,1000165,975
2019,2,1000164,244
2019,2,1000163,250
2019,2,1000162,154
2019,2,1000161,358
2019,2,1000160,206
2019,2,1000159,134
2019,2,1000158,880
2019,2,1000157,604
2019,2,1000156,577
2019,2,1000155,1380
2019,2,1000154,534
2019,2,1000153,281
2019,2,1000152,349
2019,2,1000151,404
2019,2,1000150,399
2019,2,1000149,227
2019,2,1000148,478
2019,2,1000147,157
2019,2,1000146,385
2019,2,1000145,259
2019,2,1000144,142
2019,2,1000143,118
2019,2,1000142,419
2019,2,1000141,239
2019,2,1000140,212
2019,2,1000139,819
2019,2,1000138,239
2019,2,1000137,308
2019,2,1000136,356
2019,2,1000135,811
2019,2,1000134,346
2019,2,1000133,498
2019,2,1000132,398
2019,2,1000131,314
2019,2,1000130,100
2019,2,1000129,396
2019,2,1000128,215
2019,2,1000127,195
2019,2,1000126,470
2019,2,1000125,332
2019,2,1000124,5762
2019,2,1000123,240
2019,2,1000122,361
2019,2,1000121,1334
2019,2,1000120,5545
2019,2,1000119,343
2019,2,1000118,1785
2019,2,1000117,192
2019,2,1000116,4319
2019,2,1000115,4273
2019,2,1000114,8949
2019,2,1000113,5637
2019,2,1000112,399
2019,2,1000111,180
2019,2,1000110,3304
2019,2,1000109,2336
2019,2,1000108,4407
2019,2,1000107,349
2019,2,1000106,637
2019,2,1000105,748
2019,2,1000104,3915
2019,2,1000103,888
2019,2,1000102,112
2019,2,1000101,147
2019,2,1000100,399
2019,2,1000099,725
2019,2,1000098,209
2019,2,1000097,177
2019,2,1000096,107
2019,2,1000095,307
2019,2,1000094,718
2019,2,1000093,408
2019,2,1000092,3928
2019,2,1000091,534
2019,2,1000090,304
2019,2,1000089,26
2019,2,1000088,721
2019,2,1000087,1018
2019,2,1000086,236
2019,2,1000085,237
2019,2,1000084,1036
2019,2,1000083,333
2019,2,1000082,1792
2019,2,1000081,1132
2019,2,1000080,3331
2019,2,1000079,2117
2019,2,1000078,913
2019,2,1000077,10510
2019,2,1000076,285
2019,2,1000075,1249
2019,2,1000074,226
2019,2,1000073,642
2019,2,1000072,207
2019,2,1000071,1630
2019,2,1000070,960
2019,2,1000069,231
2019,2,1000068,1336
2019,2,1000067,570
2019,2,1000066,254
2019,2,1000065,767
2019,2,1000064,76
2019,2,1000063,1702
2019,2,1000062,90
2019,2,1000061,235
2019,2,1000060,95
2019,2,1000059,449
2019,2,1000058,2534
2019,2,1000057,869
2019,2,1000056,1204
2019,2,1000055,620
2019,2,1000054,355
2019,2,1000053,402
2019,2,1000052,147
2019,2,1000051,379
2019,2,1000050,460
2019,2,1000049,860
2019,2,1000048,856
2019,2,1000047,1332
2019,2,1000046,1982
2019,2,1000045,1208
2019,2,1000044,449
2019,2,1000043,102
2019,2,1000042,669
2019,2,1000041,890
2019,2,1000040,3801
2019,2,1000039,18565
2019,2,1000038,487
2019,2,1000037,1042
2019,2,1000036,1963
2019,2,1000035,305
2019,2,1000034,2116
2019,2,1000033,234
2019,2,1000032,776
2019,2,1000031,396
2019,2,1000030,488
2019,2,1000029,301
2019,2,1000028,723
2019,2,1000027,609
2019,2,1000026,510
2019,2,1000025,89
2019,2,1000024,168
2019,2,1000023,50
2019,2,1000022,120
2019,2,1000021,485
2019,2,1000020,254
2019,2,1000019,227
2019,2,1000018,331
2019,2,1000017,1898
2019,2,1000016,457
2019,2,1000015,1158
2019,2,1000014,567
2019,2,1000013,615
2019,2,1000012,101
2019,2,1000011,380
2019,2,1000010,220
2019,2,1000009,396
2019,2,1000008,417
2019,2,1000007,443
2019,2,1000006,493
2019,2,1000005,1080
2019,2,1000004,104
2019,2,1000003,4822
2019,2,1000002,486
2019,2,1000001,348
2019,1,1001496,22562
2019,1,1001495,30675
2019,1,1001494,31692
2019,1,1001493,10568
2019,1,1001492,158818
2019,1,1001491,5857
2019,1,1001490,471
2019,1,1001489,169
2019,1,1001488,6
2019,1,1001487,9
2019,1,1001483,829
2019,1,1001482,400
2019,1,1001481,531
2019,1,1001480,385
2019,1,1001479,165
2019,1,1001478,611
2019,1,1001477,216
2019,1,1001476,10
2019,1,1001475,36
2019,1,1001474,484
2019,1,1001471,3036
2019,1,1001466,409
2019,1,1001465,3
2019,1,1001464,94
2019,1,1001463,12
2019,1,1001462,262
2019,1,1001460,171
2019,1,1001459,330
2019,1,1001458,204
2019,1,1001456,10
2019,1,1001454,62
2019,1,1001453,16
2019,1,1001452,185
2019,1,1001450,563
2019,1,1001449,1983
2019,1,1001448,171
2019,1,1001447,327
2019,1,1001445,83
2019,1,1001441,134
2019,1,1001439,20
2019,1,1001438,18
2019,1,1001437,47
2019,1,1001436,34
2019,1,1001431,218
2019,1,1001430,4063
2019,1,1001429,69
2019,1,1001427,45
2019,1,1001424,271
2019,1,1001423,137
2019,1,1001421,10
2019,1,1001419,16
2019,1,1001418,13
2019,1,1001417,60
2019,1,1001415,47
2019,1,1001414,563
2019,1,1001413,46
2019,1,1001411,217
2019,1,1001409,2
2019,1,1001407,799
2019,1,1001406,181
2019,1,1001405,6
2019,1,1001402,229
2019,1,1001401,13
2019,1,1001400,68
2019,1,1001399,208
2019,1,1001398,123
2019,1,1001397,56
2019,1,1001396,211
2019,1,1001395,768
2019,1,1001394,228
2019,1,1001393,461
2019,1,1001391,16
2019,1,1001390,60
2019,1,1001386,121
2019,1,1001385,25
2019,1,1001374,411
2019,1,1001367,42
2019,1,1001364,160
2019,1,1001363,71
2019,1,1001361,28
2019,1,1001359,141
2019,1,1001358,12
2019,1,1001357,67
2019,1,1001356,127
2019,1,1001355,65
2019,1,1001354,157
2019,1,1001353,411
2019,1,1001352,84
2019,1,1001351,109
2019,1,1001349,77
2019,1,1001347,78
2019,1,1001343,190
2019,1,1001340,37
2019,1,1001339,2
2019,1,1001338,52
2019,1,1001336,218
2019,1,1001335,290
2019,1,1001334,3
2019,1,1001333,22
2019,1,1001332,245
2019,1,1001330,72
2019,1,1001329,105
2019,1,1001326,114
2019,1,1001323,31
2019,1,1001321,98
2019,1,1001319,10
2019,1,1001317,21
2019,1,1001316,1319
2019,1,1001313,227
2019,1,1001310,132
2019,1,1001309,91
2019,1,1001308,18
2019,1,1001307,275
2019,1,1001304,97
2019,1,1001301,130
2019,1,1001299,174
2019,1,1001298,312
2019,1,1001297,35
2019,1,1001296,29
2019,1,1001295,257
2019,1,1001294,1516
2019,1,1001289,41
2019,1,1001286,48
2019,1,1001285,2365
2019,1,1001284,278
2019,1,1001283,463
2019,1,1001282,1786
2019,1,1001281,3360
2019,1,1001280,570
2019,1,1001278,200
2019,1,1001277,1879
2019,1,1001275,1084
2019,1,1001274,2437
2019,1,1001273,7146
2019,1,1001271,903
2019,1,1001270,223
2019,1,1001268,297
2019,1,1001267,39
2019,1,1001266,320
2019,1,1001265,204
2019,1,1001263,775
2019,1,1001261,1068
2019,1,1001260,2477
2019,1,1001259,64
2019,1,1001257,4370
2019,1,1001256,43
2019,1,1001255,676
2019,1,1001254,451
2019,1,1001253,74
2019,1,1001252,507
2019,1,1001251,542
2019,1,1001250,54
2019,1,1001249,69
2019,1,1001248,284
2019,1,1001247,121
2019,1,1001246,621
2019,1,1001245,5286
2019,1,1001244,370
2019,1,1001243,112
2019,1,1001242,1727
2019,1,1001241,1513
2019,1,1001240,1225
2019,1,1001239,17010
2019,1,1001238,3509
2019,1,1001236,706
2019,1,1001235,11483
2019,1,1001234,207
2019,1,1001233,3411
2019,1,1001232,1922
2019,1,1001231,4377
2019,1,1001230,21052
2019,1,1001229,635
2019,1,1001228,4960
2019,1,1001227,18495
2019,1,1001226,17391
2019,1,1001225,738
2019,1,1001224,2
2019,1,1001223,54371
2019,1,1001222,68
2019,1,1001221,503
2019,1,1001220,1106
2019,1,1001218,500
2019,1,1001217,50
2019,1,1001216,4034
2019,1,1001215,2103
2019,1,1001214,20751
2019,1,1001213,2712
2019,1,1001212,348
2019,1,1001211,437
2019,1,1001210,21859
2019,1,1001209,23497
2019,1,1001208,7863
2019,1,1001207,1354
2019,1,1001206,1449
2019,1,1001205,2248
2019,1,1001204,18018
2019,1,1001203,9026
2019,1,1001202,40463
2019,1,1001201,1057
2019,1,1001200,10548
2019,1,1001199,14898
2019,1,1001198,616
2019,1,1001197,5325
2019,1,1001196,54859
2019,1,1001195,668
2019,1,1001194,874
2019,1,1001193,2508
2019,1,1001192,3239
2019,1,1001190,2303
2019,1,1001189,3988
2019,1,1001188,187
2019,1,1001187,266
2019,1,1001186,1395
2019,1,1001185,3278
2019,1,1001184,342
2019,1,1001183,3328
2019,1,1001182,16818
2019,1,1001181,227
2019,1,1001180,221
2019,1,1001179,3558
2019,1,1001178,871
2019,1,1001175,450
2019,1,1001173,869
2019,1,1001172,88
2019,1,1001171,4328
2019,1,1001170,7954
2019,1,1001169,2707
2019,1,1001168,12311
2019,1,1001167,4905
2019,1,1001166,1002
2019,1,1001165,2990
2019,1,1001164,13134
2019,1,1001163,4128
2019,1,1001162,916
2019,1,1001161,735
2019,1,1001160,906
2019,1,1001159,997
2019,1,1001158,4707
2019,1,1001156,1286
2019,1,1001155,2575
2019,1,1001153,1148
2019,1,1001152,1799
2019,1,1001151,2469
2019,1,1001150,661
2019,1,1001149,574
2019,1,1001147,479
2019,1,1001146,33
2019,1,1001145,13047
2019,1,1001144,38083
2019,1,1001143,505
2019,1,1001142,5707
2019,1,1001141,16443
2019,1,1001140,10265
2019,1,1001139,3733
2019,1,1001138,9087
2019,1,1001137,71
2019,1,1001136,198
2019,1,1001135,22466
2019,1,1001134,49729
2019,1,1001133,1143
2019,1,1001132,2109
2019,1,1001131,1317
2019,1,1001130,194
2019,1,1001129,1189
2019,1,1001127,51327
2019,1,1001125,2997
2019,1,1001124,334
2019,1,1001123,4479
2019,1,1001122,2395
2019,1,1001121,906
2019,1,1001120,10355
2019,1,1001119,1259
2019,1,1001118,74
2019,1,1001117,7930
2019,1,1001115,4663
2019,1,1001114,2430
2019,1,1001113,19
2019,1,1001112,9665
2019,1,1001111,3642
2019,1,1001110,5868
2019,1,1001109,6478
2019,1,1001108,1572
2019,1,1001107,5157
2019,1,1001106,6033
2019,1,1001105,3829
2019,1,1001104,10170
2019,1,1001103,22562
2019,1,1001102,5305
2019,1,1001101,6911
2019,1,1001100,1533
2019,1,1001099,7881
2019,1,1001098,43841
2019,1,1001097,3871
2019,1,1001096,3373
2019,1,1001095,10089
2019,1,1001094,1924
2019,1,1001093,5931
2019,1,1001092,3585
2019,1,1001091,18975
2019,1,1001090,2478
2019,1,1001089,3329
2019,1,1001088,35413
2019,1,1001087,7288
2019,1,1001086,16485
2019,1,1001085,33758
2019,1,1001084,19964
2019,1,1001082,20789
2019,1,1001081,27706
2019,1,1001080,37
2019,1,1001078,5638
2019,1,1001077,55373
2019,1,1001076,153
2019,1,1001075,4513
2019,1,1001074,7571
2019,1,1001073,24525
2019,1,1001072,241
2019,1,1001071,1139
2019,1,1001070,105
2019,1,1001067,1589
2019,1,1001066,41280
2019,1,1001063,5151
2019,1,1001062,135689
2019,1,1001061,108
2019,1,1001060,17284
2019,1,1001059,4422
2019,1,1001058,1540
2019,1,1001057,3363
2019,1,1001056,5029
2019,1,1001055,11841
2019,1,1001054,1508
2019,1,1001052,29870
2019,1,1001051,14421
2019,1,1001050,13316
2019,1,1001049,145
2019,1,1001048,7961
2019,1,1001047,11051
2019,1,1001046,1027
2019,1,1001045,262
2019,1,1001044,3614
2019,1,1001043,752
2019,1,1001042,1491
2019,1,1001041,16052
2019,1,1001039,10724
2019,1,1001038,66367
2019,1,1001037,133
2019,1,1001035,612
2019,1,1001034,3380
2019,1,1001033,540
2019,1,1001032,34
2019,1,1001031,1979
2019,1,1001030,11338
2019,1,1001029,923
2019,1,1001028,41
2019,1,1001027,45037
2019,1,1001026,2524
2019,1,1001025,1936
2019,1,1001024,3503
2019,1,1001023,59807
2019,1,1001022,494
2019,1,1001021,28461
2019,1,1001020,4695
2019,1,1001019,5851
2019,1,1001018,8599
2019,1,1001016,112
2019,1,1001015,3020
2019,1,1001013,148
2019,1,1001012,4525
2019,1,1001011,957
2019,1,1001010,40
2019,1,1001009,476
2019,1,1001008,703
2019,1,1001007,1366
2019,1,1001006,22
2019,1,1001005,890
2019,1,1001004,257
2019,1,1001003,1306
2019,1,1001002,425
2019,1,1001001,564
2019,1,1001000,1602
2019,1,1000999,579
2019,1,1000998,41
2019,1,1000995,21
2019,1,1000994,353
2019,1,1000993,6417
2019,1,1000992,1304
2019,1,1000991,604
2019,1,1000990,1119
2019,1,1000989,358
2019,1,1000988,581
2019,1,1000987,213
2019,1,1000986,1389
2019,1,1000985,395
2019,1,1000984,1338
2019,1,1000983,1078
2019,1,1000982,41
2019,1,1000981,566
2019,1,1000980,788
2019,1,1000979,204
2019,1,1000978,407
2019,1,1000977,104
2019,1,1000976,116
2019,1,1000975,10
2019,1,1000974,81
2019,1,1000973,347
2019,1,1000972,583
2019,1,1000971,40
2019,1,1000969,14
2019,1,1000968,181
2019,1,1000967,887
2019,1,1000966,787
2019,1,1000965,1431
2019,1,1000964,1297
2019,1,1000963,2163
2019,1,1000962,621
2019,1,1000961,1434
2019,1,1000960,1458
2019,1,1000959,7052
2019,1,1000958,1629
2019,1,1000957,1947
2019,1,1000956,732
2019,1,1000955,1442
2019,1,1000954,1633
2019,1,1000953,1512
2019,1,1000952,1619
2019,1,1000951,504
2019,1,1000950,124
2019,1,1000949,1696
2019,1,1000948,1516
2019,1,1000947,1104
2019,1,1000946,1121
2019,1,1000945,347
2019,1,1000944,1205
2019,1,1000943,205
2019,1,1000942,157
2019,1,1000941,155
2019,1,1000940,527
2019,1,1000939,2922
2019,1,1000938,1698
2019,1,1000937,893
2019,1,1000936,6922
2019,1,1000935,524
2019,1,1000934,489
2019,1,1000933,234
2019,1,1000932,3214
2019,1,1000931,628
2019,1,1000930,9998
2019,1,1000929,2822
2019,1,1000928,348
2019,1,1000927,1923
2019,1,1000926,270
2019,1,1000925,1089
2019,1,1000924,1565
2019,1,1000923,2635
2019,1,1000922,357
2019,1,1000921,522
2019,1,1000920,245
2019,1,1000919,846
2019,1,1000918,874
2019,1,1000917,256
2019,1,1000916,204
2019,1,1000915,1141
2019,1,1000914,1058
2019,1,1000913,138
2019,1,1000912,329
2019,1,1000911,2258
2019,1,1000910,4192
2019,1,1000909,2731
2019,1,1000908,163
2019,1,1000907,3304
2019,1,1000906,1448
2019,1,1000905,1632
2019,1,1000904,4197
2019,1,1000903,783
2019,1,1000902,3203
2019,1,1000901,10510
2019,1,1000900,7670
2019,1,1000898,2712
2019,1,1000897,100
2019,1,1000896,2806
2019,1,1000895,2570
2019,1,1000894,2765
2019,1,1000893,171
2019,1,1000891,296
2019,1,1000890,4215
2019,1,1000889,2622
2019,1,1000888,4005
2019,1,1000887,1294
2019,1,1000886,588
2019,1,1000885,7653
2019,1,1000884,1297
2019,1,1000883,204
2019,1,1000882,37
2019,1,1000881,1329
2019,1,1000880,732
2019,1,1000879,2220
2019,1,1000878,333
2019,1,1000877,1480
2019,1,1000876,1642
2019,1,1000875,451
2019,1,1000874,248
2019,1,1000873,623
2019,1,1000872,652
2019,1,1000871,3904
2019,1,1000870,556
2019,1,1000869,1535
2019,1,1000868,177
2019,1,1000867,13
2019,1,1000866,1484
2019,1,1000865,1851
2019,1,1000864,126
2019,1,1000863,2371
2019,1,1000862,77
2019,1,1000861,658
2019,1,1000860,2652
2019,1,1000859,3850
2019,1,1000858,1298
2019,1,1000857,1298
2019,1,1000856,2806
2019,1,1000855,54
2019,1,1000854,966
2019,1,1000853,794
2019,1,1000852,3588
2019,1,1000851,550
2019,1,1000850,13336
2019,1,1000849,8261
2019,1,1000848,1663
2019,1,1000847,6501
2019,1,1000846,2603
2019,1,1000845,1069
2019,1,1000844,7309
2019,1,1000843,34
2019,1,1000842,297
2019,1,1000840,356
2019,1,1000839,788
2019,1,1000838,55
2019,1,1000837,21
2019,1,1000836,105
2019,1,1000835,74
2019,1,1000834,89
2019,1,1000833,10
2019,1,1000832,260
2019,1,1000831,1189
2019,1,1000830,1045
2019,1,1000829,275
2019,1,1000828,400
2019,1,1000827,83
2019,1,1000826,82
2019,1,1000825,284
2019,1,1000824,822
2019,1,1000823,25
2019,1,1000822,44
2019,1,1000820,242
2019,1,1000819,69
2019,1,1000818,60
2019,1,1000817,328
2019,1,1000816,470
2019,1,1000815,354
2019,1,1000814,571
2019,1,1000813,289
2019,1,1000812,308
2019,1,1000811,318
2019,1,1000810,155
2019,1,1000809,2
2019,1,1000808,87
2019,1,1000807,77
2019,1,1000806,75
2019,1,1000805,13
2019,1,1000804,386
2019,1,1000803,224
2019,1,1000802,270
2019,1,1000800,251
2019,1,1000799,173
2019,1,1000798,1264
2019,1,1000797,31
2019,1,1000796,200
2019,1,1000795,93
2019,1,1000794,177
2019,1,1000793,426
2019,1,1000792,117
2019,1,1000791,25
2019,1,1000790,141
2019,1,1000789,26
2019,1,1000788,698
2019,1,1000787,572
2019,1,1000786,88
2019,1,1000785,19
2019,1,1000784,150
2019,1,1000783,187
2019,1,1000782,151
2019,1,1000781,464
2019,1,1000780,223
2019,1,1000779,171
2019,1,1000778,149
2019,1,1000777,46
2019,1,1000776,8
2019,1,1000774,465
2019,1,1000773,18249
2019,1,1000772,306
2019,1,1000771,129
2019,1,1000770,248
2019,1,1000769,135
2019,1,1000768,99
2019,1,1000767,3
2019,1,1000766,343
2019,1,1000765,247
2019,1,1000763,42
2019,1,1000762,66
2019,1,1000761,185
2019,1,1000760,46
2019,1,1000759,46
2019,1,1000758,1920
2019,1,1000757,359
2019,1,1000756,121
2019,1,1000755,298
2019,1,1000754,113
2019,1,1000753,26
2019,1,1000752,260
2019,1,1000751,141
2019,1,1000750,16
2019,1,1000749,194
2019,1,1000748,135
2019,1,1000747,772
2019,1,1000746,95
2019,1,1000745,347
2019,1,1000744,670
2019,1,1000743,1829
2019,1,1000742,945
2019,1,1000741,106
2019,1,1000740,38
2019,1,1000739,1402
2019,1,1000738,462
2019,1,1000737,125
2019,1,1000736,100
2019,1,1000735,48
2019,1,1000734,50
2019,1,1000733,9
2019,1,1000732,344
2019,1,1000731,378
2019,1,1000730,55
2019,1,1000729,7
2019,1,1000728,89
2019,1,1000727,301
2019,1,1000724,957
2019,1,1000723,7
2019,1,1000722,876
2019,1,1000721,624
2019,1,1000720,29
2019,1,1000719,4563
2019,1,1000718,497
2019,1,1000717,376
2019,1,1000716,99
2019,1,1000715,129
2019,1,1000714,52
2019,1,1000713,389
2019,1,1000712,2563
2019,1,1000711,365
2019,1,1000710,2479
2019,1,1000709,46
2019,1,1000708,10
2019,1,1000707,215
2019,1,1000706,189
2019,1,1000705,64
2019,1,1000704,81
2019,1,1000703,85
2019,1,1000702,88
2019,1,1000701,30
2019,1,1000700,1783
2019,1,1000699,27
2019,1,1000698,1910
2019,1,1000697,10
2019,1,1000696,29
2019,1,1000695,192
2019,1,1000694,1055
2019,1,1000693,1809
2019,1,1000692,377
2019,1,1000691,4383
2019,1,1000690,164
2019,1,1000689,4244
2019,1,1000688,4394
2019,1,1000687,1741
2019,1,1000686,314
2019,1,1000685,1576
2019,1,1000684,709
2019,1,1000683,204
2019,1,1000682,689
2019,1,1000681,185
2019,1,1000680,960
2019,1,1000679,2949
2019,1,1000678,443
2019,1,1000677,409
2019,1,1000676,511
2019,1,1000675,640
2019,1,1000674,537
2019,1,1000673,653
2019,1,1000672,18
2019,1,1000671,470
2019,1,1000670,1863
2019,1,1000669,136
2019,1,1000668,1073
2019,1,1000667,166
2019,1,1000666,99
2019,1,1000665,223
2019,1,1000664,2
2019,1,1000663,115
2019,1,1000662,91
2019,1,1000661,54
2019,1,1000660,731
2019,1,1000659,14
2019,1,1000658,206
2019,1,1000657,73
2019,1,1000656,26
2019,1,1000655,583
2019,1,1000654,2320
2019,1,1000653,1572
2019,1,1000652,96
2019,1,1000651,41
2019,1,1000650,224
2019,1,1000649,828
2019,1,1000648,443
2019,1,1000647,779
2019,1,1000646,181
2019,1,1000645,25
2019,1,1000644,1053
2019,1,1000643,7192
2019,1,1000642,389
2019,1,1000641,131
2019,1,1000640,108
2019,1,1000639,285
2019,1,1000638,199
2019,1,1000637,197
2019,1,1000636,803
2019,1,1000635,602
2019,1,1000634,3213
2019,1,1000633,10
2019,1,1000632,152
2019,1,1000631,171
2019,1,1000630,26
