year,quarter,district,facil_total,bank,pharm,theater,subway_st,bus_st
2015,2,1000895,6,1,1,,,
2015,2,1001418,19,,4,,,1
2015,2,1001480,13,1,3,,,
2015,2,1000454,35,1,1,1,,13
2015,2,1000580,18,1,2,,1,6
2015,2,1000414,11,1,3,,,2
2015,2,1001151,21,4,3,,,10
2015,2,1000365,20,,2,,,14
2015,2,1000978,14,,2,,,2
2015,2,1001042,21,,3,,,4
2015,2,1001329,19,,4,,,
2015,2,1000010,3,1,1,,,
2015,2,1000944,30,1,7,,,5
2015,2,1001038,85,18,6,,,20
2015,2,1001090,18,3,2,,,1
2015,2,1001257,66,5,6,,1,16
2015,2,1001413,33,2,5,,1,5
2015,2,1000510,7,1,2,,,1
2015,2,1001156,52,5,9,,,4
2015,2,1001119,18,2,2,,,6
2015,2,1001050,60,6,7,,,9
2015,2,1000112,21,,5,,,12
2015,2,1000516,13,1,1,,,9
2015,2,1000526,10,1,3,,,1
2015,2,1000266,5,,2,,,2
2015,2,1000166,25,,5,,,9
2015,2,1000940,23,1,5,,,2
2015,2,1000072,9,2,1,,,2
2015,2,1000447,10,1,2,,,3
2015,2,1000349,12,1,2,,,3
2015,2,1000617,8,,1,,,4
2015,2,1001424,5,,2,,,
2015,2,1001427,30,1,6,,,5
2015,2,1000658,4,,2,,,2
2015,2,1000941,32,3,6,,,2
2015,2,1000042,8,1,2,,,2
2015,2,1001276,15,5,3,2,,1
2015,2,1001037,60,2,7,,,10
2015,2,1000834,11,2,1,,,2
2015,2,1000798,8,,2,,,2
2015,2,1001213,36,3,4,1,,6
2015,2,1000389,14,1,1,,,8
2015,2,1001183,11,1,2,,,4
2015,2,1001452,20,2,2,,,5
2015,2,1001140,197,14,12,5,1,5
2015,2,1000823,15,,4,,,5
2015,2,1001460,10,1,2,,,
2015,2,1001048,42,6,3,,,9
2015,2,1000769,15,,1,,,13
2015,2,1001085,217,12,18,3,2,16
2015,2,1001162,15,,2,1,,1
2015,2,1001053,23,3,2,,,3
2015,2,1001449,29,1,3,,,5
2015,2,1000795,16,,2,,,4
2015,2,1001180,115,5,10,,1,29
2015,2,1001190,19,1,1,1,1,8
2015,2,1000587,3,,1,,,
2015,2,1000039,27,6,2,5,,4
2015,2,1000958,19,1,3,,,4
2015,2,1000673,21,1,5,,,8
2015,2,1001165,41,2,6,,1,2
2015,2,1000982,11,,2,,,1
2015,2,1000954,34,1,6,,,6
2015,2,1001221,61,3,10,2,,11
2015,2,1001283,7,1,2,,,
2015,2,1001054,36,3,3,,,4
2015,2,1001115,35,4,3,,,6
2015,2,1001240,35,1,2,15,1,7
2015,2,1001123,35,6,2,2,,5
2015,2,1000623,6,,1,,,2
2015,2,1000482,4,,1,,,
2015,2,1000688,7,1,2,,,
2015,2,1000120,11,,2,,1,2
2015,2,1001057,70,4,5,,1,9
2015,2,1000419,2,,1,,,
2015,2,1000799,4,,2,,,2
2015,2,1000449,24,2,3,,,7
2015,2,1000270,8,,2,,,
2015,2,1000073,16,2,3,,,5
2015,2,1001493,97,14,13,16,3,19
2015,2,1001232,40,3,6,5,1,2
2015,2,1000163,12,,3,,,6
2015,2,1000191,1,,1,,,
2015,2,1001002,18,1,5,,,1
2015,2,1000984,7,1,2,1,,1
2015,2,1001129,17,1,3,,,2
2015,2,1000496,1,,,,,1
2015,2,1000686,2,,,,,2
2015,2,1000995,1,,,,,1
2015,2,1000406,1,,,,,1
2015,2,1000135,2,,,,,2
2015,2,1000873,4,,,,,4
2015,2,1000524,4,,,,,4
2015,2,1000874,9,,,,,9
2015,2,1000701,3,,,,,3
2015,2,1000023,1,,1,,,
2015,2,1000810,10,,,,,8
2015,2,1000803,1,,,,,
2015,2,1000576,1,,,,,
2015,2,1000760,3,,,,,2
2015,2,1000382,4,,1,,,1
2015,2,1000242,2,,1,,,
2015,2,1000669,8,,,,,7
2015,2,1000869,2,,1,,,
2015,2,1000179,1,,1,,,
2015,2,1001271,5,,1,1,,1
2015,2,1000558,1,,,,,
2015,2,1000300,4,,1,,,1
2015,2,1000630,5,,1,,,2
2015,2,1000535,6,,,,,4
2015,2,1000227,4,,1,,,1
2015,2,1000214,11,1,1,,,6
2015,2,1000628,4,,2,,,
2015,2,1000377,1,,,,,
2015,2,1000850,3,,1,,,
2015,2,1000525,3,,2,,,
2015,2,1000171,2,,1,,,1
2015,2,1000894,5,,1,,,2
2015,2,1001333,7,,1,,,2
2015,2,1000117,8,,1,,,3
2015,2,1001441,11,1,2,,,7
2015,2,1001300,3,,1,,,
2015,2,1000720,6,,1,,,3
2015,2,1000350,4,,1,,,
2015,2,1001435,1,,1,,,
2015,2,1000856,13,,2,,,3
2015,2,1000299,6,,1,,,3
2015,2,1001237,20,,2,2,,5
2015,2,1000007,16,,,13,,2
2015,2,1000538,2,,,,,1
2015,2,1000583,4,,1,,,2
2015,2,1001259,16,,1,,,7
2015,2,1000907,5,,,,,2
2015,2,1000124,17,1,1,1,,10
2015,2,1000508,3,,1,,,1
2015,2,1001363,3,,2,,,
2015,2,1000953,8,,3,,,1
2015,2,1001036,2,,,,,1
2015,2,1000534,8,,1,,,2
2015,2,1000566,22,,1,,,15
2015,2,1000369,3,,,,,1
2015,2,1000932,2,,,,,1
2015,2,1000751,9,1,,,,8
2015,2,1000774,8,,,2,,5
2015,2,1000239,8,,1,,,1
2015,2,1000448,7,,,,,1
2015,2,1000271,15,,2,,,3
2015,2,1000830,7,1,,,,3
2015,2,1000659,6,,1,,,4
2015,2,1000128,2,,,,,1
2015,2,1000314,12,1,1,,,5
2015,2,1000719,12,1,2,,,3
2015,2,1001280,3,1,1,,,
2015,2,1000741,6,,1,,,2
2015,2,1001364,11,,2,,,3
2015,2,1001133,29,3,2,2,,1
2015,2,1000974,11,,1,,,6
2015,2,1000896,11,,2,,,2
2015,2,1001338,30,1,2,,,7
2015,2,1000148,12,,3,,,4
2015,2,1001454,1,,1,,,
2015,2,1000644,26,2,3,,,12
2015,2,1001058,12,,2,,,3
2015,2,1000806,7,,1,,,4
2015,2,1001249,23,2,3,,2,3
2015,2,1000041,3,1,1,,,
2015,2,1001081,35,8,4,2,,4
2015,2,1000070,3,,,2,,1
2015,2,1000816,3,,,1,,2
2015,2,1000213,2,,,,,
2015,2,1000099,5,,1,,,1
2015,2,1000613,20,,,,,15
2015,2,1000695,7,1,2,,,2
2015,2,1000490,6,,2,,,1
2015,2,1000919,8,1,1,,,
2015,2,1000245,9,,5,,,1
2015,2,1000080,2,,1,1,,
2015,2,1000735,18,,2,,,16
2015,2,1000605,12,,3,,,4
2015,2,1001080,8,1,2,,,
2015,2,1001487,9,,2,,,2
2015,2,1001350,24,2,2,,,6
2015,2,1001353,18,1,3,,,2
2015,2,1001319,3,,1,,,
2015,2,1000237,26,2,3,,1,5
2015,2,1000661,17,1,3,,,2
2015,2,1001224,14,1,1,2,,5
2015,2,1001177,19,2,2,,1,2
2015,2,1001117,110,3,7,3,1,11
2015,2,1000849,14,1,,1,,8
2015,2,1000342,14,,,,,11
2015,2,1001236,14,2,1,2,,3
2015,2,1001144,33,7,1,,1,9
2015,2,1001266,11,3,1,3,1,1
2015,2,1001367,12,1,2,,,3
2015,2,1001186,31,5,1,9,,7
2015,2,1001196,63,17,5,2,1,11
2015,2,1000441,24,2,,,,10
2015,2,1001084,54,6,3,,1,6
2015,2,1000139,3,,,,,1
2015,2,1000924,7,,1,,,1
2015,2,1001099,57,9,2,2,,9
2015,2,1001380,5,,1,,,3
2015,2,1000748,5,,1,,,
2015,2,1001234,17,,1,,,5
2015,2,1000123,43,2,4,,,22
2015,2,1000429,7,,2,,,
2015,2,1001088,59,9,5,3,,12
2015,2,1001403,8,,2,,,
2015,2,1000515,5,,2,,,1
2015,2,1001210,19,3,2,2,,4
2015,2,1001105,27,3,2,,1,11
2015,2,1001429,16,,4,,,4
2015,2,1000065,9,,2,1,,5
2015,2,1000229,10,,2,,,3
2015,2,1001069,6,1,,,,2
2015,2,1001206,43,2,3,,1,24
2015,2,1000294,9,1,1,,,1
2015,2,1000091,12,,3,,,5
2015,2,1001106,12,3,1,,1,
2015,2,1000859,16,,1,,,11
2015,2,1001062,83,12,7,1,1,17
2015,2,1000629,3,,1,,,
2015,2,1001067,26,3,6,,,6
2015,2,1001087,50,7,5,,,5
2015,2,1000165,32,3,3,,,7
2015,2,1001397,4,,2,,,
2015,2,1000703,13,,1,,,6
2015,2,1001490,19,,3,1,,1
2015,2,1000621,20,,2,,,13
2015,2,1001181,34,3,3,1,1,7
2015,2,1001046,35,,5,,1,5
2015,2,1000952,12,2,3,,,
2015,2,1001194,32,3,4,,,15
2015,2,1001277,20,3,2,2,,3
2015,2,1001320,6,1,1,,,
2015,2,1000705,26,1,2,,,11
2015,2,1000440,17,,4,,,8
2015,2,1001218,23,,8,1,1,5
2015,2,1000151,2,,1,,,
2015,2,1000167,17,,3,,,6
2015,2,1000142,10,,3,,,1
2015,2,1001469,3,,1,,,
2015,2,1001063,78,6,6,1,,13
2015,2,1000966,7,,3,,,
2015,2,1001395,44,2,7,,,2
2015,2,1000004,21,,3,,,15
2015,2,1000340,7,,2,,,1
2015,2,1001173,81,3,10,1,1,14
2015,2,1000138,1,,,,,1
2015,2,1001268,4,,,,,4
2015,2,1000445,4,,,,,4
2015,2,1001443,1,,,,,1
2015,2,1000685,2,,,,,2
2015,2,1000058,3,,,,,3
2015,2,1000197,2,,,,,2
2015,2,1001302,3,,,,,3
2015,2,1000379,5,,,,,5
2015,2,1000014,2,,,,,2
2015,2,1001291,3,,,2,,1
2015,2,1000528,1,,,,,
2015,2,1000076,3,,,,,2
2015,2,1000881,1,1,,,,
2015,2,1001128,3,,,1,,
2015,2,1000479,13,,,,,12
2015,2,1000253,2,1,,,,1
2015,2,1000481,6,,,,,5
2015,2,1000074,1,,1,,,
2015,2,1000860,1,,1,,,
2015,2,1000122,1,,1,,,
2015,2,1000002,2,1,,,,1
2015,2,1000060,5,,,,,4
2015,2,1001373,6,,2,,,2
2015,2,1000423,4,,,,,3
2015,2,1000714,5,,1,,,3
2015,2,1000376,5,,1,,,2
2015,2,1000852,8,1,1,,,5
2015,2,1000495,3,,,1,,2
2015,2,1000302,1,,,,,
2015,2,1000279,1,,1,,,
2015,2,1000062,8,,1,,,7
2015,2,1000391,10,,2,,,3
2015,2,1000680,6,1,1,,,
2015,2,1000031,3,,2,,,
2015,2,1000453,13,,1,,,2
2015,2,1000706,5,,1,,,1
2015,2,1000645,14,,,,,14
2015,2,1000328,1,,,,,1
2015,2,1000611,6,,,,,6
2015,2,1000506,5,,,,,5
2015,2,1000504,7,,,,,7
2015,2,1000192,1,,,,,1
2015,2,1000325,3,,,,,3
2015,2,1000808,20,,,,,20
2015,2,1000891,8,,,,,8
2015,2,1000665,3,,,,,2
2015,2,1001315,1,,,,,
2015,2,1000486,1,,,,,
2015,2,1000900,7,,1,,,6
2015,2,1000362,4,,,,,2
2015,2,1000458,3,1,,,,2
2015,2,1000752,1,,,,,
2015,2,1000825,4,,,,,3
2015,2,1000828,5,,2,,,
2015,2,1000876,1,,,,,
2015,2,1000395,8,,1,,,6
2015,2,1000399,8,,1,,,7
2015,2,1000343,5,,2,,,3
2015,2,1000789,3,,1,,,2
2015,2,1000572,18,,1,,,17
2015,2,1000345,6,,1,,,3
2015,2,1001335,1,,,,,
2015,2,1000153,5,,2,,,
2015,2,1000175,3,,1,,,1
2015,2,1001116,6,,,,,1
2015,2,1000627,2,,1,,,
2015,2,1000497,13,,,,,10
2015,2,1000321,1,,1,,,
2015,2,1001442,3,,1,,,1
2015,2,1001089,11,1,2,,,2
2015,2,1000948,8,1,1,,,2
2015,2,1000224,2,,1,,,1
2015,2,1000188,5,,1,,,3
2015,2,1001357,4,,1,,,1
2015,2,1001464,3,,1,,,2
2015,2,1001113,15,1,1,1,1,8
2015,2,1001147,3,1,,,,1
2015,2,1000397,9,,4,,,2
2015,2,1000893,6,,1,,,2
2015,2,1000759,2,,1,,,
2015,2,1000108,1,,,,,
2015,2,1000019,7,,,1,,4
2015,2,1000028,9,,2,,,3
2015,2,1000341,30,,2,,,26
2015,2,1000307,6,,1,,,3
2015,2,1000024,1,,1,,,
2015,2,1001026,5,,2,,,2
2015,2,1000909,2,,1,,,
2015,2,1000474,6,,,,,4
2015,2,1000589,6,1,1,,,1
2015,2,1001412,16,,3,,,6
2015,2,1000733,13,1,2,,,3
2015,2,1001189,19,,2,,1,4
2015,2,1001387,5,,,5,,
2015,2,1001308,3,,,,,
2015,2,1000853,9,,,,,7
2015,2,1000933,14,,1,,,7
2015,2,1000614,22,,3,,1,9
2015,2,1000777,6,,1,,,3
2015,2,1000093,7,,,,,5
2015,2,1000804,7,,2,,,
2015,2,1001326,9,1,1,,,1
2015,2,1001444,9,,2,,,2
2015,2,1000547,6,1,,,,1
2015,2,1000554,5,,1,,,2
2015,2,1000450,3,,,,,2
2015,2,1000254,15,,2,,,3
2015,2,1000444,12,1,2,,1,2
2015,2,1000801,14,,2,,,2
2015,2,1000115,8,2,1,,,3
2015,2,1001349,7,,1,,,2
2015,2,1001168,11,1,2,,1,
2015,2,1000511,4,,1,,,2
2015,2,1000361,8,,1,,,5
2015,2,1000498,17,,4,,,1
2015,2,1000082,6,,1,,,3
2015,2,1000634,18,,2,,,11
2015,2,1000992,9,1,,,,6
2015,2,1000114,3,2,,,,1
2015,2,1001171,6,4,,,,2
2015,2,1001008,2,,,1,,1
2015,2,1000063,9,,,2,,7
2015,2,1000036,1,,,1,,
2015,2,1000746,13,,,,,10
2015,2,1000672,14,2,1,,,5
2015,2,1000316,7,,3,,,1
2015,2,1000021,16,,1,1,,8
2015,2,1001006,3,,,,,2
2015,2,1000546,1,,,,,
2015,2,1000585,9,,2,,,2
2015,2,1000426,2,,1,,,
2015,2,1000223,6,1,1,1,,2
2015,2,1000087,3,,1,,,
2015,2,1001295,32,2,6,,,1
2015,2,1001222,30,1,4,1,,5
2015,2,1000252,23,,5,,,6
2015,2,1000597,17,,2,,,6
2015,2,1000347,6,,2,,,1
2015,2,1001111,58,2,5,,1,6
2015,2,1001414,30,2,2,,1,4
2015,2,1001415,9,,1,1,,4
2015,2,1001110,39,10,2,2,1,3
2015,2,1000412,17,1,3,,,2
2015,2,1001491,69,9,3,19,1,20
2015,2,1001124,18,1,3,,,4
2015,2,1001489,30,2,3,,1,2
2015,2,1001167,14,2,,,4,8
2015,2,1000802,13,1,2,1,,
2015,2,1001265,25,4,6,4,,6
2015,2,1000437,7,1,1,,,1
2015,2,1000986,15,,2,,,4
2015,2,1001125,7,1,,,,1
2015,2,1000998,4,,1,,,2
2015,2,1000356,6,,2,,,2
2015,2,1000273,19,1,2,,,11
2015,2,1000980,10,1,2,,,1
2015,2,1001324,6,1,1,,,1
2015,2,1000959,7,1,1,,,1
2015,2,1000725,2,,,,,1
2015,2,1001130,14,1,1,1,,4
2015,2,1000015,11,1,1,4,,1
2015,2,1000003,23,,,3,,6
2015,2,1000255,1,,,,,
2015,2,1000999,6,,1,,,1
2015,2,1000913,7,2,,1,,3
2015,2,1000402,19,2,1,1,,6
2015,2,1000836,4,1,,,,1
2015,2,1000247,5,,1,,,1
2015,2,1000694,6,1,,,,3
2015,2,1000505,6,,,1,,4
2015,2,1000149,13,,2,,,4
2015,2,1001077,33,5,3,,1,2
2015,2,1000170,2,1,1,,,
2015,2,1001071,31,,3,,,4
2015,2,1001313,5,1,1,,,2
2015,2,1000780,4,,,,,2
2015,2,1000268,6,,1,,,
2015,2,1000626,3,,,,,1
2015,2,1000939,21,1,3,,,
2015,2,1000704,17,,2,,,10
2015,2,1000147,3,,1,,,
2015,2,1001394,24,1,5,,,2
2015,2,1001466,15,,4,,,4
2015,2,1000220,8,,1,,,1
2015,2,1001136,8,,,,,1
2015,2,1000817,16,,3,1,,
2015,2,1000109,3,1,1,,,
2015,2,1001284,6,2,1,,1,
2015,2,1000863,22,1,2,,,14
2015,2,1001131,14,3,1,,,1
2015,1,1000078,9,1,3,,,1
2015,1,1000658,4,,2,,,2
2015,1,1001427,30,1,6,,,5
2015,1,1001424,5,,2,,,
2015,1,1000617,8,,1,,,4
2015,1,1000349,12,1,2,,,3
2015,1,1000447,10,1,2,,,3
2015,1,1000072,9,2,1,,,2
2015,1,1000940,23,1,5,,,2
2015,1,1000166,25,,5,,,9
2015,1,1000266,5,,2,,,2
2015,1,1000526,10,1,3,,,1
2015,1,1000516,13,1,1,,,9
2015,1,1000112,21,,5,,,12
2015,1,1001050,60,6,7,,,9
2015,1,1001119,18,2,2,,,6
2015,1,1001156,52,5,9,,,4
2015,1,1000510,7,1,2,,,1
2015,1,1001413,33,2,5,,1,5
2015,1,1001257,66,5,6,,1,16
2015,1,1001090,18,3,2,,,1
2015,1,1001038,85,18,6,,,20
2015,1,1000944,30,1,7,,,5
2015,1,1000010,3,1,1,,,
2015,1,1001329,19,,4,,,
2015,1,1001042,21,,3,,,4
2015,1,1000978,14,,2,,,2
2015,1,1000365,20,,2,,,14
2015,1,1001151,21,4,3,,,10
2015,1,1000414,11,1,3,,,2
2015,1,1000580,18,1,2,,1,6
2015,1,1000454,35,1,1,1,,13
2015,1,1001480,13,1,3,,,
2015,1,1001418,19,,4,,,1
2015,1,1000895,6,1,1,,,
2015,1,1000126,17,,,,,12
2015,1,1001017,11,,1,1,1,1
2015,1,1000055,5,,1,,,3
2015,1,1001120,35,7,3,,,4
2015,1,1001215,19,3,,4,,7
2015,1,1001078,163,4,12,5,,17
2015,1,1000437,7,1,1,,,1
2015,1,1001265,25,4,6,4,,6
2015,1,1000802,13,1,2,1,,
2015,1,1001167,14,2,,,4,8
2015,1,1001489,30,2,3,,1,2
2015,1,1001124,18,1,3,,,4
2015,1,1001491,69,9,3,19,1,20
2015,1,1000412,17,1,3,,,2
2015,1,1001110,39,10,2,2,1,3
2015,1,1001415,9,,1,1,,4
2015,1,1001414,30,2,2,,1,4
2015,1,1001111,58,2,5,,1,6
2015,1,1000347,6,,2,,,1
2015,1,1000597,17,,2,,,6
2015,1,1000252,23,,5,,,6
2015,1,1001222,30,1,4,1,,5
2015,1,1001295,32,2,6,,,1
2015,1,1000087,3,,1,,,
2015,1,1000223,6,1,1,1,,2
2015,1,1000426,2,,1,,,
2015,1,1000585,9,,2,,,2
2015,1,1000546,1,,,,,
2015,1,1001006,3,,,,,2
2015,1,1000021,16,,1,1,,8
2015,1,1000316,7,,3,,,1
2015,1,1000672,14,2,1,,,5
2015,1,1000746,13,,,,,10
2015,1,1000036,1,,,1,,
2015,1,1000063,9,,,2,,7
2015,1,1001008,2,,,1,,1
2015,1,1001171,6,4,,,,2
2015,1,1000114,3,2,,,,1
2015,1,1000992,9,1,,,,6
2015,1,1000634,18,,2,,,11
2015,1,1000082,6,,1,,,3
2015,1,1000498,17,,4,,,1
2015,1,1000361,8,,1,,,5
2015,1,1000511,4,,1,,,2
2015,1,1001168,11,1,2,,1,
2015,1,1001349,7,,1,,,2
2015,1,1000115,8,2,1,,,3
2015,1,1000801,14,,2,,,2
2015,1,1000444,12,1,2,,1,2
2015,1,1000254,15,,2,,,3
2015,1,1000450,3,,,,,2
2015,1,1000554,5,,1,,,2
2015,1,1000547,6,1,,,,1
2015,1,1001444,9,,2,,,2
2015,1,1001326,9,1,1,,,1
2015,1,1000804,7,,2,,,
2015,1,1000093,7,,,,,5
2015,1,1000777,6,,1,,,3
2015,1,1000614,22,,3,,1,9
2015,1,1000933,14,,1,,,7
2015,1,1000853,9,,,,,7
2015,1,1001308,3,,,,,
2015,1,1001387,5,,,5,,
2015,1,1001189,19,,2,,1,4
2015,1,1000733,13,1,2,,,3
2015,1,1001412,16,,3,,,6
2015,1,1000589,6,1,1,,,1
2015,1,1000474,6,,,,,4
2015,1,1000909,2,,1,,,
2015,1,1001026,5,,2,,,2
2015,1,1000024,1,,1,,,
2015,1,1000307,6,,1,,,3
2015,1,1000341,30,,2,,,26
2015,1,1000028,9,,2,,,3
2015,1,1000019,7,,,1,,4
2015,1,1000108,1,,,,,
2015,1,1000759,2,,1,,,
2015,1,1000893,6,,1,,,2
2015,1,1000397,9,,4,,,2
2015,1,1001147,3,1,,,,1
2015,1,1001113,15,1,1,1,1,8
2015,1,1001464,3,,1,,,2
2015,1,1001357,4,,1,,,1
2015,1,1000188,5,,1,,,3
2015,1,1000224,2,,1,,,1
2015,1,1000948,8,1,1,,,2
2015,1,1001089,11,1,2,,,2
2015,1,1001442,3,,1,,,1
2015,1,1000321,1,,1,,,
2015,1,1000497,13,,,,,10
2015,1,1000627,2,,1,,,
2015,1,1001116,6,,,,,1
2015,1,1000175,3,,1,,,1
2015,1,1000153,5,,2,,,
2015,1,1001335,1,,,,,
2015,1,1000345,6,,1,,,3
2015,1,1000572,18,,1,,,17
2015,1,1000789,3,,1,,,2
2015,1,1000343,5,,2,,,3
2015,1,1000399,8,,1,,,7
2015,1,1000395,8,,1,,,6
2015,1,1000876,1,,,,,
2015,1,1000828,5,,2,,,
2015,1,1000825,4,,,,,3
2015,1,1000752,1,,,,,
2015,1,1000458,3,1,,,,2
2015,1,1000362,4,,,,,2
2015,1,1000900,7,,1,,,6
2015,1,1000486,1,,,,,
2015,1,1001315,1,,,,,
2015,1,1000665,3,,,,,2
2015,1,1000891,8,,,,,8
2015,1,1000808,20,,,,,20
2015,1,1000325,3,,,,,3
2015,1,1000192,1,,,,,1
2015,1,1000504,7,,,,,7
2015,1,1000506,5,,,,,5
2015,1,1000611,6,,,,,6
2015,1,1000328,1,,,,,1
2015,1,1000645,14,,,,,14
2015,1,1000706,5,,1,,,1
2015,1,1000453,13,,1,,,2
2015,1,1000031,3,,2,,,
2015,1,1000680,6,1,1,,,
2015,1,1000391,10,,2,,,3
2015,1,1000062,8,,1,,,7
2015,1,1000279,1,,1,,,
2015,1,1000302,1,,,,,
2015,1,1000495,3,,,1,,2
2015,1,1000852,8,1,1,,,5
2015,1,1000376,5,,1,,,2
2015,1,1000714,5,,1,,,3
2015,1,1000423,4,,,,,3
2015,1,1001373,6,,2,,,2
2015,1,1000060,5,,,,,4
2015,1,1000002,2,1,,,,1
2015,1,1000122,1,,1,,,
2015,1,1000860,1,,1,,,
2015,1,1000074,1,,1,,,
2015,1,1000481,6,,,,,5
2015,1,1000253,2,1,,,,1
2015,1,1000479,13,,,,,12
2015,1,1001128,3,,,1,,
2015,1,1000881,1,1,,,,
2015,1,1000076,3,,,,,2
2015,1,1000528,1,,,,,
2015,1,1001291,3,,,2,,1
2015,1,1000014,2,,,,,2
2015,1,1000379,5,,,,,5
2015,1,1001302,3,,,,,3
2015,1,1000197,2,,,,,2
2015,1,1000058,3,,,,,3
2015,1,1000685,2,,,,,2
2015,1,1001443,1,,,,,1
2015,1,1000445,4,,,,,4
2015,1,1001268,4,,,,,4
2015,1,1000138,1,,,,,1
2015,1,1001173,81,3,10,1,1,14
2015,1,1000340,7,,2,,,1
2015,1,1000004,21,,3,,,15
2015,1,1001395,44,2,7,,,2
2015,1,1000966,7,,3,,,
2015,1,1001063,78,6,6,1,,13
2015,1,1001469,3,,1,,,
2015,1,1000142,10,,3,,,1
2015,1,1000167,17,,3,,,6
2015,1,1000151,2,,1,,,
2015,1,1001218,23,,8,1,1,5
2015,1,1000440,17,,4,,,8
2015,1,1000705,26,1,2,,,11
2015,1,1001320,6,1,1,,,
2015,1,1001277,20,3,2,2,,3
2015,1,1001194,32,3,4,,,15
2015,1,1000952,12,2,3,,,
2015,1,1001046,35,,5,,1,5
2015,1,1001181,34,3,3,1,1,7
2015,1,1000621,20,,2,,,13
2015,1,1001490,19,,3,1,,1
2015,1,1000703,13,,1,,,6
2015,1,1001397,4,,2,,,
2015,1,1000165,32,3,3,,,7
2015,1,1001087,50,7,5,,,5
2015,1,1001067,26,3,6,,,6
2015,1,1000629,3,,1,,,
2015,1,1001062,83,12,7,1,1,17
2015,1,1000859,16,,1,,,11
2015,1,1001106,12,3,1,,1,
2015,1,1000091,12,,3,,,5
2015,1,1000294,9,1,1,,,1
2015,1,1001206,43,2,3,,1,24
2015,1,1001069,6,1,,,,2
2015,1,1000229,10,,2,,,3
2015,1,1000065,9,,2,1,,5
2015,1,1001429,16,,4,,,4
2015,1,1001105,27,3,2,,1,11
2015,1,1001210,19,3,2,2,,4
2015,1,1000515,5,,2,,,1
2015,1,1001403,8,,2,,,
2015,1,1001088,59,9,5,3,,12
2015,1,1000429,7,,2,,,
2015,1,1000123,43,2,4,,,22
2015,1,1001234,17,,1,,,5
2015,1,1000748,5,,1,,,
2015,1,1001380,5,,1,,,3
2015,1,1001099,57,9,2,2,,9
2015,1,1000924,7,,1,,,1
2015,1,1000139,3,,,,,1
2015,1,1001084,54,6,3,,1,6
2015,1,1000441,24,2,,,,10
2015,1,1001196,63,17,5,2,1,11
2015,1,1001186,31,5,1,9,,7
2015,1,1001367,12,1,2,,,3
2015,1,1001266,11,3,1,3,1,1
2015,1,1001144,33,7,1,,1,9
2015,1,1001236,14,2,1,2,,3
2015,1,1000342,14,,,,,11
2015,1,1000849,14,1,,1,,8
2015,1,1001117,110,3,7,3,1,11
2015,1,1001177,19,2,2,,1,2
2015,1,1001224,14,1,1,2,,5
2015,1,1000661,17,1,3,,,2
2015,1,1000237,26,2,3,,1,5
2015,1,1001319,3,,1,,,
2015,1,1001353,18,1,3,,,2
2015,1,1001350,24,2,2,,,6
2015,1,1001487,9,,2,,,2
2015,1,1001080,8,1,2,,,
2015,1,1000605,12,,3,,,4
2015,1,1000735,18,,2,,,16
2015,1,1000080,2,,1,1,,
2015,1,1000245,9,,5,,,1
2015,1,1000919,8,1,1,,,
2015,1,1000490,6,,2,,,1
2015,1,1000695,7,1,2,,,2
2015,1,1000613,20,,,,,15
2015,1,1000099,5,,1,,,1
2015,1,1000213,2,,,,,
2015,1,1000816,3,,,1,,2
2015,1,1000070,3,,,2,,1
2015,1,1001081,35,8,4,2,,4
2015,1,1000041,3,1,1,,,
2015,1,1001249,23,2,3,,2,3
2015,1,1000806,7,,1,,,4
2015,1,1001058,12,,2,,,3
2015,1,1000644,26,2,3,,,12
2015,1,1001454,1,,1,,,
2015,1,1000148,12,,3,,,4
2015,1,1001338,30,1,2,,,7
2015,1,1000896,11,,2,,,2
2015,1,1000974,11,,1,,,6
2015,1,1001133,29,3,2,2,,1
2015,1,1001364,11,,2,,,3
2015,1,1000741,6,,1,,,2
2015,1,1001280,3,1,1,,,
2015,1,1000719,12,1,2,,,3
2015,1,1000314,12,1,1,,,5
2015,1,1000128,2,,,,,1
2015,1,1000659,6,,1,,,4
2015,1,1000830,7,1,,,,3
2015,1,1000271,15,,2,,,3
2015,1,1000448,7,,,,,1
2015,1,1000239,8,,1,,,1
2015,1,1000774,8,,,2,,5
2015,1,1000751,9,1,,,,8
2015,1,1000932,2,,,,,1
2015,1,1000369,3,,,,,1
2015,1,1000566,22,,1,,,15
2015,1,1000534,8,,1,,,2
2015,1,1001036,2,,,,,1
2015,1,1000953,8,,3,,,1
2015,1,1001363,3,,2,,,
2015,1,1000508,3,,1,,,1
2015,1,1000124,17,1,1,1,,10
2015,1,1000907,5,,,,,2
2015,1,1001259,16,,1,,,7
2015,1,1000583,4,,1,,,2
2015,1,1000538,2,,,,,1
2015,1,1000007,16,,,13,,2
2015,1,1001237,20,,2,2,,5
2015,1,1000299,6,,1,,,3
2015,1,1000856,13,,2,,,3
2015,1,1001435,1,,1,,,
2015,1,1000350,4,,1,,,
2015,1,1000720,6,,1,,,3
2015,1,1001300,3,,1,,,
2015,1,1001441,11,1,2,,,7
2015,1,1000117,8,,1,,,3
2015,1,1001333,7,,1,,,2
2015,1,1000894,5,,1,,,2
2015,1,1000171,2,,1,,,1
2015,1,1000525,3,,2,,,
2015,1,1000850,3,,1,,,
2015,1,1000377,1,,,,,
2015,1,1000628,4,,2,,,
