year,quarter,district,floatpop
2014,1,1001163,978682
2014,1,1001164,659917
2014,1,1001165,681707
2014,1,1001166,1185103
2014,1,1001167,195917
2014,1,1001168,97972
2014,1,1001169,189555
2014,1,1001170,145129
2014,1,1001171,198878
2014,1,1001172,351761
2014,1,1001173,733596
2014,1,1001174,96322
2014,1,1001175,418902
2014,1,1001176,31600
2014,1,1001177,173999
2014,1,1001178,513483
2014,1,1001179,703240
2014,1,1001180,1826841
2014,1,1001181,532734
2014,1,1001182,4828049
2014,1,1001183,275688
2014,1,1001184,894886
2014,1,1001185,3796535
2014,1,1001186,1089907
2014,1,1001187,258794
2014,1,1001188,85661
2014,1,1001189,450538
2014,1,1001190,150655
2014,1,1001191,32119
2014,1,1001192,561479
2014,1,1001193,190437
2014,1,1001194,274558
2014,1,1001195,246580
2014,1,1001196,639866
2014,1,1001197,351236
2014,1,1001198,278295
2014,1,1001199,944364
2014,1,1001200,584518
2014,1,1001201,368608
2014,1,1001202,1205918
2014,1,1001203,4161687
2014,1,1001204,1400299
2014,1,1001205,540989
2014,1,1001206,632055
2014,1,1001207,702464
2014,1,1001208,1563766
2014,1,1001209,629496
2014,1,1001210,165916
2014,1,1001211,467877
2014,1,1001212,151599
2014,1,1001213,1381508
2014,1,1001214,116573
2014,1,1001215,288775
2014,1,1001216,539027
2014,1,1001217,464358
2014,1,1001218,427159
2014,1,1001219,214247
2014,1,1001220,1000132
2014,1,1001221,720559
2014,1,1001222,146846
2014,1,1001223,679593
2014,1,1001224,423416
2014,1,1001225,227554
2014,1,1001226,1200492
2014,1,1001227,565748
2014,1,1001228,1134915
2014,1,1001229,100604
2014,1,1001230,508305
2014,1,1001231,824666
2014,1,1001232,1634866
2014,1,1001233,786654
2014,1,1001234,406762
2014,1,1001235,38178
2014,1,1001236,324954
2014,1,1001237,137876
2014,1,1001238,1232304
2014,1,1001239,65786
2014,1,1001240,367311
2014,1,1001241,264613
2014,1,1001242,768949
2014,1,1001243,243901
2014,1,1001244,292258
2014,1,1001245,525784
2014,1,1001246,45385
2014,1,1001247,153988
2014,1,1001248,640888
2014,1,1001249,323435
2014,1,1001251,588917
2014,1,1001252,277073
2014,1,1001253,256099
2014,1,1001254,509548
2014,1,1001255,95282
2014,1,1001256,424135
2014,1,1001257,1219002
2014,1,1001259,262912
2014,1,1001260,468580
2014,1,1001261,466479
2014,1,1001262,336583
2014,1,1001263,1070515
2014,1,1001264,85312
2014,1,1001265,238439
2014,1,1001266,496529
2014,1,1001267,190225
2014,1,1001268,38363
2014,1,1001270,249190
2014,1,1001271,285452
2014,1,1001272,17533
2014,1,1001273,1154062
2014,1,1001274,488406
2014,1,1001275,81100
2014,1,1001276,78530
2014,1,1001277,615015
2014,1,1001279,193827
2014,1,1001280,86072
2014,1,1001281,77832
2014,1,1001282,122585
2014,1,1001283,73065
2014,1,1001284,368482
2014,1,1001285,35135
2014,1,1001286,18091
2014,1,1001287,31482
2014,1,1001288,18781
2014,1,1001289,81257
2014,1,1001290,60414
2014,1,1001291,30024
2014,1,1001292,35314
2014,1,1001293,53959
2014,1,1001294,146884
2014,1,1001295,393554
2014,1,1001296,40043
2014,1,1001297,62811
2014,1,1001298,107765
2014,1,1001299,21339
2014,1,1001300,54997
2014,1,1001301,164955
2014,1,1001302,63542
2014,1,1001303,45324
2014,1,1001304,145674
2014,1,1001305,12619
2014,1,1001306,17006
2014,1,1001307,28968
2014,1,1001308,97339
2014,1,1001309,13586
2014,1,1001310,18153
2014,1,1001311,8615
2014,1,1001312,16794
2014,1,1001313,169554
2014,1,1001314,86033
2014,1,1001315,26428
2014,1,1001316,500776
2014,1,1001317,3697
2014,1,1001318,22773
2014,1,1001319,81557
2014,1,1001320,52737
2014,1,1001321,85667
2014,1,1001322,120394
2014,1,1001323,190673
2014,1,1001324,29732
2014,1,1001325,112891
2014,1,1001326,174077
2014,1,1001327,6517
2014,1,1001329,167554
2014,1,1001330,231533
2014,1,1001331,250480
2014,1,1001332,161918
2014,1,1001333,61344
2014,1,1001334,87957
2014,1,1001335,17097
2014,1,1001336,271210
2014,1,1001337,19805
2014,1,1001338,298895
2014,1,1001339,45098
2014,1,1001340,304251
2014,1,1001341,34002
2014,1,1001342,54677
2014,1,1001343,99411
2014,1,1001344,3757
2014,1,1001345,24925
2014,1,1001346,13452
2014,1,1001347,144555
2014,1,1001348,14955
2014,1,1001349,202952
2014,1,1001350,122068
2014,1,1001351,81060
2014,1,1001352,199280
2014,1,1001353,214611
2014,1,1001354,90462
2014,1,1001355,65764
2014,1,1001356,12769
2014,1,1001357,97056
2014,1,1001358,12911
2014,1,1001359,189180
2014,1,1001360,149851
2014,1,1001361,6290
2014,1,1001362,33847
2014,1,1001363,55083
2014,1,1001364,132260
2014,1,1001365,114521
2014,1,1001366,5094
2014,1,1001367,144826
2014,1,1001368,143140
2014,1,1001369,6630
2014,1,1001370,9335
2014,1,1001372,31359
2014,1,1001373,53765
2014,1,1001374,102934
2014,1,1001375,5484
2014,1,1001376,15836
2014,1,1001377,62754
2014,1,1001378,12531
2014,1,1001379,70341
2014,1,1001380,82319
2014,1,1001381,3241
2014,1,1001382,13716
2014,1,1001384,44547
2014,1,1001385,159591
2014,1,1001386,11867
2014,1,1001387,30031
2014,1,1001388,13578
2014,1,1001389,55125
2014,1,1001390,79880
2014,1,1001391,117709
2014,1,1001392,62250
2014,1,1001394,225463
2014,1,1001395,181008
2014,1,1001396,79386
2014,1,1001397,166025
2014,1,1001398,44090
2014,1,1001399,42626
2014,1,1001400,52606
2014,1,1001401,13822
2014,1,1001402,33747
2014,1,1001403,48108
2014,1,1001404,31249
2014,1,1001405,60653
2014,1,1001406,99405
2014,1,1001407,7514
2014,1,1001408,26665
2014,1,1001409,74658
2014,1,1001410,22276
2014,1,1001411,310479
2014,1,1001412,75077
2014,1,1001413,368352
2014,1,1001414,352562
2014,1,1001415,178076
2014,1,1001416,25045
2014,1,1001417,41906
2014,1,1001418,329334
2014,1,1001419,22836
2014,1,1001420,86771
2014,1,1001421,35807
2014,1,1001422,22657
2014,1,1001423,88254
2014,1,1001424,192163
2014,1,1001425,15126
2014,1,1001426,29692
2014,1,1001427,338277
2014,1,1001428,9947
2014,1,1001429,91500
2014,1,1001430,2048972
2014,1,1001431,41289
2014,1,1001432,18040
2014,1,1001433,125965
2014,1,1001434,10723
2014,1,1001435,58381
2014,1,1001436,87752
2014,1,1001437,16376
2014,1,1001438,85514
2014,1,1001439,46395
2014,1,1001440,115961
2014,1,1001441,117624
2014,1,1001442,24445
2014,1,1001443,12285
2014,1,1001444,40188
2014,1,1001445,18990
2014,1,1001446,26935
2014,1,1001447,145550
2014,1,1001448,352653
2014,1,1001449,372317
2014,1,1001450,72943
2014,1,1001451,3899
2014,1,1001452,205087
2014,1,1001453,28903
2014,1,1001454,16145
2014,1,1001455,66074
2014,1,1001456,34297
2014,1,1001457,52644
2014,1,1001458,203933
2014,1,1001459,419181
2014,1,1001460,223888
2014,1,1001461,22419
2014,1,1001462,52927
2014,1,1001463,7438
2014,1,1001464,81749
2014,1,1001465,12819
2014,1,1001466,91631
2014,1,1001467,25267
2014,1,1001468,5143
2014,1,1001469,76219
2014,1,1001470,16499
2014,1,1001471,131856
2014,1,1001472,35420
2014,1,1001473,11323
2014,1,1001474,78480
2014,1,1001475,23945
2014,1,1001476,22860
2014,1,1001477,109409
2014,1,1001478,283082
2014,1,1001479,116979
2014,1,1001480,112947
2014,1,1001481,199695
2014,1,1001482,18962
2014,1,1001483,182549
2014,1,1001484,16629
2014,1,1001485,34264
2014,1,1001486,23736
2014,1,1001487,49159
2014,1,1001488,10077
2014,1,1001489,342016
2014,1,1001490,278391
2014,1,1001491,1428924
2014,1,1001492,10331303
2014,1,1001493,3426462
2014,1,1001494,7292906
2014,1,1001495,1405916
2014,1,1001496,147262
2014,2,1000001,164593
2014,2,1000002,168471
2014,2,1000003,112965
2014,2,1000004,118818
2014,2,1000005,43693
2014,2,1000006,71067
2014,2,1000007,118429
2014,2,1000008,48720
2014,2,1000009,19635
2014,2,1000010,131937
2014,2,1000011,278307
2014,2,1000012,112561
2014,2,1000013,53577
2014,2,1000014,132966
2014,2,1000015,270302
2014,2,1000016,176152
2014,2,1000017,96648
2014,2,1000018,376551
2014,2,1000019,199778
2014,2,1000020,446925
2014,2,1000021,310451
2014,2,1000022,135761
2014,2,1000023,471663
2014,2,1000024,219574
2014,2,1000025,90914
2014,2,1000026,9251
2014,2,1000027,151635
2014,2,1000028,394055
2014,2,1000029,113744
2014,2,1000030,705587
2014,2,1000031,139250
2014,2,1000032,366591
2014,2,1000033,348411
2014,2,1000034,361596
2014,2,1000035,111817
2014,2,1000036,129980
2014,2,1000037,294865
2014,2,1000038,157063
2014,2,1000039,158641
2014,2,1000040,265252
2014,2,1000041,236845
2014,2,1000042,276781
2014,2,1000043,679480
2014,2,1000044,68758
2014,2,1000045,52523
2014,2,1000046,526845
2014,2,1000047,379832
2014,2,1000048,145288
2014,2,1000049,288998
2014,2,1000050,10362
2014,2,1000051,83385
2014,2,1000052,88775
2014,2,1000053,225473
2014,2,1000054,129706
2014,2,1000055,73625
2014,2,1000056,206899
2014,2,1000057,381103
2014,2,1000058,89624
2014,2,1000059,61157
2014,2,1000060,400222
2014,2,1000061,146612
2014,2,1000062,234020
2014,2,1000063,117938
2014,2,1000064,279589
2014,2,1000065,110376
2014,2,1000066,132509
2014,2,1000067,293462
2014,2,1000068,137076
2014,2,1000069,161357
2014,2,1000070,220256
2014,2,1000071,180342
2014,2,1000072,259944
2014,2,1000073,622212
2014,2,1000074,202835
2014,2,1000075,451553
2014,2,1000076,214814
2014,2,1000077,244199
2014,2,1000078,129020
2014,2,1000079,551276
2014,2,1000080,392021
2014,2,1000081,276199
2014,2,1000082,183174
2014,2,1000083,120219
2014,2,1000084,141574
2014,2,1000085,108920
2014,2,1000086,142406
2014,2,1000087,109569
2014,2,1000088,634430
2014,2,1000089,106290
2014,2,1000090,347761
2014,2,1000091,135318
2014,2,1000092,216822
2014,2,1000093,180114
2014,2,1000094,132423
2014,2,1000095,79938
2014,2,1000096,580184
2014,2,1000097,54605
2014,2,1000098,189243
2014,2,1000099,274921
2014,2,1000100,221665
2014,2,1000101,185217
2014,2,1000102,238337
2014,2,1000103,217654
2014,2,1000104,375475
2014,2,1000105,147090
2014,2,1000106,389400
2014,2,1000107,164112
2014,2,1000108,118693
2014,2,1000109,145671
2014,2,1000110,373396
2014,2,1000111,268518
2014,2,1000112,440124
2014,2,1000113,140021
2014,2,1000114,168012
2014,2,1000115,107379
2014,2,1000116,152133
2014,2,1000117,137484
2014,2,1000118,496343
2014,2,1000119,296027
2014,2,1000120,466909
2014,2,1000121,647303
2014,2,1000122,191150
2014,2,1000123,158449
2014,2,1000124,528459
2014,2,1000125,250957
2014,2,1000126,154802
2014,2,1000127,335998
2014,2,1000128,81676
2014,2,1000129,187467
2014,2,1000130,152431
2014,2,1000131,255298
2014,2,1000132,172040
2014,2,1000133,316778
2014,2,1000134,277362
2014,2,1000135,429568
2014,2,1000136,279496
2014,2,1000137,368093
2014,2,1000138,260044
2014,2,1000139,203974
2014,2,1000140,221843
2014,2,1000141,201305
2014,2,1000142,294331
2014,2,1000143,596097
2014,2,1000144,205902
2014,2,1000145,434372
2014,2,1000146,227482
2014,2,1000147,149306
2014,2,1000148,206928
2014,2,1000149,238970
2014,2,1000150,366594
2014,2,1000151,167675
2014,2,1000152,266085
2014,2,1000153,228756
2014,2,1000154,111537
2014,2,1000155,69336
2014,2,1000156,258807
2014,2,1000157,320270
2014,2,1000158,379673
2014,2,1000159,123289
2014,2,1000160,350061
2014,2,1000161,131180
2014,2,1000162,220088
2014,2,1000163,246068
2014,2,1000164,307133
2014,2,1000165,433217
2014,2,1000166,242177
2014,2,1000167,325063
2014,2,1000168,58968
2014,2,1000169,225066
2014,2,1000170,94909
2014,2,1000171,171154
2014,2,1000172,315097
2014,2,1000173,94589
2014,2,1000174,113934
2014,2,1000175,336904
2014,2,1000176,172769
2014,2,1000177,183310
2014,2,1000178,237329
2014,2,1000179,117263
2014,2,1000180,155841
2014,2,1000181,58353
2014,2,1000182,132358
2014,2,1000183,186300
2014,2,1000184,357761
2014,2,1000185,157600
2014,2,1000186,150492
2014,2,1000187,111589
2014,2,1000188,537246
2014,2,1000189,184736
2014,2,1000190,358434
2014,2,1000191,175454
2014,2,1000192,111425
2014,2,1000193,477459
2014,2,1000194,281970
2014,2,1000195,220358
2014,2,1000196,104969
2014,2,1000197,93756
2014,2,1000198,563139
2014,2,1000199,99118
2014,2,1000200,151249
2014,2,1000201,242183
2014,2,1000202,278019
2014,2,1000203,393098
2014,2,1000204,192216
2014,2,1000205,182100
2014,2,1000206,136466
2014,2,1000207,310682
2014,2,1000208,170987
2014,2,1000209,78333
2014,2,1000210,356666
2014,2,1000211,145770
2014,2,1000212,197005
2014,2,1000213,328388
2014,2,1000214,539332
2014,2,1000215,162679
2014,2,1000216,345939
2014,2,1000217,275117
2014,2,1000218,176015
2014,2,1000219,354072
2014,2,1000220,194931
2014,2,1000221,780320
2014,2,1000222,373396
2014,2,1000223,415531
2014,2,1000224,343028
2014,2,1000225,93455
2014,2,1000226,453241
2014,2,1000227,164807
2014,2,1000228,360472
2014,2,1000229,266479
2014,2,1000230,451257
2014,2,1000231,312325
2014,2,1000232,292703
2014,2,1000233,382450
2014,2,1000234,184010
2014,2,1000235,216355
2014,2,1000236,138319
2014,2,1000237,374658
2014,2,1000238,214978
2014,2,1000239,250774
2014,2,1000240,126205
2014,2,1000241,151607
2014,2,1000242,449584
2014,2,1000243,261119
2014,2,1000244,265675
2014,2,1000245,275417
2014,2,1000246,302973
2014,2,1000247,388262
2014,2,1000248,275474
2014,2,1000249,325693
2014,2,1000250,198105
2014,2,1000251,158660
2014,2,1000252,771622
2014,2,1000253,406891
2014,2,1000254,270509
2014,2,1000255,185962
2014,2,1000256,241407
2014,2,1000257,198643
2014,2,1000258,252305
2014,2,1000259,283415
2014,2,1000260,220393
2014,2,1000261,175743
2014,2,1000262,78538
2014,2,1000263,210795
2014,2,1000264,251239
2014,2,1000265,211979
2014,2,1000266,120950
2014,2,1000267,82672
2014,2,1000268,247084
2014,2,1000269,221976
2014,2,1000270,308311
2014,2,1000271,128594
2014,2,1000272,111851
2014,2,1000273,181233
2014,2,1000274,426414
2014,2,1000275,134970
2014,2,1000276,199757
2014,2,1000277,424727
2014,2,1000278,308596
2014,2,1000279,90680
2014,2,1000280,238578
2014,2,1000281,266558
2014,2,1000282,64464
2014,2,1000283,108229
2014,2,1000284,227524
2014,2,1000285,110061
2014,2,1000286,317435
2014,2,1000287,557302
2014,2,1000288,354716
2014,2,1000289,208398
2014,2,1000290,211177
2014,2,1000291,199095
2014,2,1000292,379377
2014,2,1000293,149999
2014,2,1000294,125644
2014,2,1000295,126744
2014,2,1000296,227643
2014,2,1000297,67935
2014,2,1000298,145673
2014,2,1000299,43743
2014,2,1000300,249306
2014,2,1000301,163322
2014,2,1000302,89531
2014,2,1000303,183797
2014,2,1000304,159751
2014,2,1000305,343372
2014,2,1000306,91534
2014,2,1000307,208215
2014,2,1000308,235062
2014,2,1000309,112859
2014,2,1000310,149608
2014,2,1000311,377047
2014,2,1000312,227795
2014,2,1000313,162654
2014,2,1000314,137000
2014,2,1000315,215591
2014,2,1000316,116241
2014,2,1000317,98243
2014,2,1000318,202727
2014,2,1000319,257127
2014,2,1000320,276468
2014,2,1000321,239789
2014,2,1000322,332040
2014,2,1000323,155729
2014,2,1000324,213579
2014,2,1000325,87230
2014,2,1000326,179146
2014,2,1000327,136713
2014,2,1000328,175188
2014,2,1000329,314359
2014,2,1000330,82303
2014,2,1000331,305026
2014,2,1000332,155517
2014,2,1000333,246932
2014,2,1000334,221264
2014,2,1000335,196536
2014,2,1000336,224336
2014,2,1000337,379519
2014,2,1000338,406609
2014,2,1000339,160734
2014,2,1000340,126592
2014,2,1000341,207288
2014,2,1000342,606764
2014,2,1000343,158742
2014,2,1000344,170466
2014,2,1000345,81909
2014,2,1000346,250721
2014,2,1000347,424142
2014,2,1000348,242500
2014,2,1000349,442582
2014,2,1000350,205406
2014,2,1000351,194943
2014,2,1000352,331032
2014,2,1000353,173493
2014,2,1000354,144033
2014,2,1000355,120198
2014,2,1000356,281850
2014,2,1000357,304506
2014,2,1000358,181634
2014,2,1000359,182851
2014,2,1000360,538672
2014,2,1000361,155379
2014,2,1000362,330699
2014,2,1000363,85661
2014,2,1000364,104482
2014,2,1000365,161806
2014,2,1000366,111049
2014,2,1000367,17977
2014,2,1000368,90387
2014,2,1000369,178320
2014,2,1000370,154465
2014,2,1000371,155340
2014,2,1000372,211418
2014,2,1000373,82991
2014,2,1000374,205991
2014,2,1000375,202464
2014,2,1000376,146442
2014,2,1000377,71166
2014,2,1000378,89327
2014,2,1000379,337803
2014,2,1000380,200853
2014,2,1000381,142934
2014,2,1000382,256612
2014,2,1000383,215214
2014,2,1000384,199294
2014,2,1000385,162565
2014,2,1000386,333588
2014,2,1000387,261758
2014,2,1000388,353572
2014,2,1000389,226629
2014,2,1000390,164721
2014,2,1000391,241015
2014,2,1000392,154502
2014,2,1000393,116641
2014,2,1000394,443065
2014,2,1000395,195184
2014,2,1000396,125747
2014,2,1000397,144820
2014,2,1000398,206011
2014,2,1000399,367380
2014,2,1000400,166259
2014,2,1000401,319586
2014,2,1000402,264069
2014,2,1000403,249814
2014,2,1000404,162948
2014,2,1000405,439151
2014,2,1000406,156274
2014,2,1000407,172393
2014,2,1000408,140688
2014,2,1000409,219661
2014,2,1000410,154803
2014,2,1000411,441006
2014,2,1000412,212973
2014,2,1000413,253594
2014,2,1000414,81106
2014,2,1000415,206796
2014,2,1000416,287186
2014,2,1000417,214984
2014,2,1000418,174142
2014,2,1000419,163550
2014,2,1000420,233813
2014,2,1000421,164510
2014,2,1000422,258140
2014,2,1000423,71002
2014,2,1000424,187115
2014,2,1000425,116926
2014,2,1000426,77833
2014,2,1000427,161189
2014,2,1000428,115180
2014,2,1000429,339884
2014,2,1000430,264576
2014,2,1000431,86787
2014,2,1000432,67696
2014,2,1000433,232030
2014,2,1000434,133929
2014,2,1000435,214838
2014,2,1000436,404648
2014,2,1000437,214397
2014,2,1000438,128404
2014,2,1000439,408817
2014,2,1000440,269186
2014,2,1000441,267072
2014,2,1000442,543989
2014,2,1000443,140141
2014,2,1000444,148794
2014,2,1000445,122269
2014,2,1000446,256402
2014,2,1000447,406465
2014,2,1000448,255087
2014,2,1000449,370482
2014,2,1000450,221511
2014,2,1000451,112753
2014,2,1000452,279976
2014,2,1000453,84033
2014,2,1000454,346299
2014,2,1000455,358057
2014,2,1000456,121201
2014,2,1000457,115217
2014,2,1000458,190356
2014,2,1000459,362921
2014,2,1000460,292276
2014,2,1000461,231260
2014,2,1000462,715510
2014,2,1000463,184772
2014,2,1000464,194942
2014,2,1000465,216914
2014,2,1000466,203560
2014,2,1000467,217598
2014,2,1000468,124105
2014,2,1000469,168174
2014,2,1000470,131646
2014,2,1000471,166073
2014,2,1000472,344032
2014,2,1000473,285901
2014,2,1000474,452187
2014,2,1000475,165925
2014,2,1000476,273506
2014,2,1000477,272198
2014,2,1000478,147516
2014,2,1000479,729003
2014,2,1000480,416487
2014,2,1000481,238946
2014,2,1000482,291886
2014,2,1000483,90737
2014,2,1000484,194039
