year,quarter,district,resid_total,household_total,household_apt
2019,2,1000612,2206,926,134
2019,2,1000611,3350,1500,189
2019,2,1000610,5679,2272,0
2019,2,1000609,5293,2179,0
2019,2,1000608,4287,2362,485
2019,2,1000607,2633,1001,414
2019,2,1000606,3088,1487,42
2019,2,1000605,3946,1897,22
2019,2,1000604,3353,1473,89
2019,2,1000603,3440,1411,115
2019,2,1000602,3533,1627,22
2019,2,1000601,4948,2025,95
2019,2,1000600,2874,1869,0
2019,2,1000599,2545,1588,43
2019,2,1000598,5368,1869,478
2019,2,1000597,2749,1005,322
2019,2,1000596,6658,2069,1949
2019,2,1000595,1311,635,0
2019,2,1000594,2015,720,238
2019,2,1000593,3790,1583,450
2019,2,1000592,2885,1180,217
2019,2,1000591,4264,1574,556
2019,2,1000590,2362,1137,0
2019,2,1000589,2475,1224,44
2019,2,1000588,1439,634,49
2019,2,1000587,2958,1353,0
2019,2,1000586,2072,776,236
2019,2,1000585,3389,1358,100
2019,2,1000584,3936,1668,159
2019,2,1000583,4071,1950,109
2019,2,1000582,4286,1737,0
2019,2,1000581,2331,1055,108
2019,2,1000580,3118,1633,0
2019,2,1000579,2010,796,338
2019,2,1000578,3109,1314,464
2019,2,1000577,2216,1314,0
2019,2,1000576,1756,745,0
2019,2,1000575,1139,434,18
2019,2,1000574,382,176,0
2019,2,1000573,1988,1028,0
2019,2,1000572,3732,1527,106
2019,2,1000571,4075,1645,20
2019,2,1000570,3131,1217,21
2019,2,1000569,2962,1402,0
2019,2,1000568,2386,1499,27
2019,2,1000567,3884,1934,0
2019,2,1000566,3410,1583,148
2019,2,1000565,2805,1243,56
2019,2,1000564,2911,1840,342
2019,2,1000563,2094,1219,581
2019,2,1000562,3802,1351,162
2019,2,1000561,4329,1590,515
2019,2,1000560,2720,1137,151
2019,2,1000559,908,356,99
2019,2,1000558,3923,1859,37
2019,2,1000557,3091,1476,90
2019,2,1000556,6868,2941,15
2019,2,1000555,3205,1411,129
2019,2,1000554,5446,2803,79
2019,2,1000553,2881,1221,0
2019,2,1000552,3221,1425,161
2019,2,1000551,1593,747,31
2019,2,1000550,3208,1201,411
2019,2,1000549,3276,1400,0
2019,2,1000548,3733,1520,208
2019,2,1000547,4174,1554,273
2019,2,1000546,1901,904,0
2019,2,1000545,1960,900,57
2019,2,1000544,914,408,0
2019,2,1000543,1107,449,69
2019,2,1000542,1915,1047,41
2019,2,1000541,3339,1432,97
2019,2,1000540,793,398,0
2019,2,1000539,4021,1477,814
2019,2,1000538,3610,1264,524
2019,2,1000537,3628,1705,0
2019,2,1000536,4491,2093,0
2019,2,1000535,1968,692,575
2019,2,1000534,5742,2045,635
2019,2,1000533,2411,976,36
2019,2,1000532,2171,691,116
2019,2,1000531,2072,725,158
2019,2,1000530,1394,637,0
2019,2,1000529,3793,1651,0
2019,2,1000528,2135,1052,185
2019,2,1000527,3495,1673,0
2019,2,1000526,2932,1156,0
2019,2,1000525,2412,855,56
2019,2,1000524,1074,528,0
2019,2,1000523,2743,1019,201
2019,2,1000522,3483,1418,130
2019,2,1000521,2288,976,37
2019,2,1000520,1574,534,144
2019,2,1000519,2273,800,275
2019,2,1000518,1263,420,187
2019,2,1000517,1859,575,545
2019,2,1000516,710,333,96
2019,2,1000515,4823,2162,0
2019,2,1000514,2060,995,0
2019,2,1000513,2424,1367,96
2019,2,1000512,3691,1625,48
2019,2,1000511,3724,1720,184
2019,2,1000510,3853,1794,276
2019,2,1000509,3492,1465,103
2019,2,1000508,3379,1640,14
2019,2,1000507,2349,1322,0
2019,2,1000506,2764,1265,49
2019,2,1000505,2607,956,830
2019,2,1000504,1609,861,0
2019,2,1000503,1873,976,0
2019,2,1000502,3832,2092,152
2019,2,1000501,3070,1315,282
2019,2,1000500,1615,855,0
2019,2,1000499,2463,1216,32
2019,2,1000498,2423,1311,19
2019,2,1000497,2393,1399,16
2019,2,1000496,1757,982,0
2019,2,1000495,786,442,48
2019,2,1000494,502,348,0
2019,2,1000493,1294,691,11
2019,2,1000492,2663,1280,35
2019,2,1000491,759,401,0
2019,2,1000490,515,325,0
2019,2,1000489,190,131,0
2019,2,1000488,1917,1305,0
2019,2,1000487,2779,1452,21
2019,2,1000486,790,339,207
2019,2,1000485,1008,523,0
2019,2,1000484,3416,1644,0
2019,2,1000483,1174,671,0
2019,2,1000482,3142,1442,0
2019,2,1000481,3658,1660,0
2019,2,1000480,1705,843,248
2019,2,1000479,5548,2340,612
2019,2,1000478,2027,902,86
2019,2,1000477,2835,1578,0
2019,2,1000476,4381,2111,162
2019,2,1000475,2171,966,178
2019,2,1000474,3048,1578,33
2019,2,1000473,836,421,190
2019,2,1000472,2121,1194,218
2019,2,1000471,860,586,45
2019,2,1000470,1141,743,0
2019,2,1000469,2480,1397,0
2019,2,1000468,1292,711,0
2019,2,1000467,1803,973,77
2019,2,1000466,1852,995,0
2019,2,1000465,1353,722,97
2019,2,1000464,2812,1316,104
2019,2,1000463,1024,444,134
2019,2,1000462,1081,655,145
2019,2,1000461,3546,1548,913
2019,2,1000460,1418,979,0
2019,2,1000459,3399,2095,0
2019,2,1000458,2022,1110,70
2019,2,1000457,3308,1403,26
2019,2,1000456,1084,497,35
2019,2,1000455,1597,748,52
2019,2,1000454,1624,873,18
2019,2,1000453,288,193,0
2019,2,1000452,688,484,104
2019,2,1000451,499,315,0
2019,2,1000450,3064,1458,11
2019,2,1000449,5204,2374,0
2019,2,1000448,3592,1512,22
2019,2,1000447,3875,2151,0
2019,2,1000446,3845,1846,0
2019,2,1000445,3359,2314,0
2019,2,1000444,795,477,0
2019,2,1000443,3660,1514,267
2019,2,1000442,2406,1183,0
2019,2,1000441,1455,710,0
2019,2,1000440,1162,534,125
2019,2,1000439,3522,1887,0
2019,2,1000438,10755,3712,3674
2019,2,1000437,2429,1329,0
2019,2,1000436,4172,1957,281
2019,2,1000435,2757,1327,0
2019,2,1000434,5780,2688,21
2019,2,1000433,1816,858,39
2019,2,1000432,4505,2069,24
2019,2,1000431,1750,743,0
2019,2,1000430,4156,1665,40
2019,2,1000429,5827,2851,0
2019,2,1000428,820,337,107
2019,2,1000427,2718,1146,40
2019,2,1000426,2741,1215,82
2019,2,1000425,5296,2292,155
2019,2,1000424,2058,937,57
2019,2,1000423,2500,1156,151
2019,2,1000422,1994,931,0
2019,2,1000421,2889,1210,0
2019,2,1000420,1922,936,19
2019,2,1000419,2596,1175,0
2019,2,1000418,1836,977,0
2019,2,1000417,1496,723,0
2019,2,1000416,3512,1579,103
2019,2,1000415,2300,993,0
2019,2,1000414,295,136,0
2019,2,1000413,3276,1400,0
2019,2,1000412,2950,1239,65
2019,2,1000411,2643,1114,61
2019,2,1000410,3959,1854,41
2019,2,1000409,3678,1517,31
2019,2,1000408,3000,1347,0
2019,2,1000407,2073,999,0
2019,2,1000406,1065,508,0
2019,2,1000405,3669,1927,28
2019,2,1000404,2937,1437,0
2019,2,1000403,4250,1782,0
2019,2,1000402,2252,990,0
2019,2,1000401,4663,1996,21
2019,2,1000400,3952,1601,0
2019,2,1000399,3920,1507,31
2019,2,1000398,5545,2523,0
2019,2,1000397,1060,530,25
2019,2,1000396,2650,1316,0
2019,2,1000395,3994,1584,253
2019,2,1000394,5214,2632,36
2019,2,1000393,2471,1018,18
2019,2,1000392,3187,1526,0
2019,2,1000391,3678,1546,192
2019,2,1000390,2845,1094,157
2019,2,1000389,3671,1668,0
2019,2,1000388,3932,1890,0
2019,2,1000387,2465,1208,0
2019,2,1000386,1815,715,442
2019,2,1000385,2084,1005,254
2019,2,1000384,2597,1315,0
2019,2,1000383,1199,453,186
2019,2,1000382,3570,1680,255
2019,2,1000381,2506,1044,75
2019,2,1000380,2866,1736,63
2019,2,1000379,3676,1528,447
2019,2,1000378,1523,673,18
2019,2,1000377,2245,943,322
2019,2,1000376,2296,1047,64
2019,2,1000375,3035,1243,264
2019,2,1000374,3560,1684,0
2019,2,1000373,972,506,0
2019,2,1000372,2117,1019,34
2019,2,1000371,3932,1793,40
2019,2,1000370,3828,1194,1086
2019,2,1000369,1970,820,0
2019,2,1000368,1714,772,170
2019,2,1000367,373,215,0
2019,2,1000366,1957,881,0
2019,2,1000365,3054,1477,247
2019,2,1000364,1411,721,0
2019,2,1000363,692,381,0
2019,2,1000362,3517,1795,0
2019,2,1000361,1867,819,87
2019,2,1000360,4840,2543,155
2019,2,1000359,2315,1116,179
2019,2,1000358,2901,1400,0
2019,2,1000357,3890,1838,0
2019,2,1000356,3472,1528,0
2019,2,1000355,1613,782,0
2019,2,1000354,2419,1102,0
2019,2,1000353,1912,770,378
2019,2,1000352,1796,992,125
2019,2,1000351,1767,1012,0
2019,2,1000350,1543,846,0
2019,2,1000349,1823,1020,0
2019,2,1000348,3203,1630,0
2019,2,1000347,1841,936,0
2019,2,1000346,2984,1045,587
2019,2,1000345,2696,1281,0
2019,2,1000344,3721,1501,243
2019,2,1000343,1885,835,0
2019,2,1000342,2046,1192,29
2019,2,1000341,2884,1269,0
2019,2,1000340,1428,679,0
2019,2,1000339,3271,1746,19
2019,2,1000338,2984,1336,0
2019,2,1000337,2334,1096,0
2019,2,1000336,2059,1057,0
2019,2,1000335,3089,1506,0
2019,2,1000334,3209,1416,0
2019,2,1000333,3122,1387,0
2019,2,1000332,3768,1795,0
2019,2,1000331,4172,2073,0
2019,2,1000330,1343,483,394
2019,2,1000329,3069,1582,158
2019,2,1000328,2128,1032,0
2019,2,1000327,3869,1851,0
2019,2,1000326,2302,1179,0
2019,2,1000325,250,150,0
2019,2,1000324,3459,2035,84
2019,2,1000323,1692,876,0
2019,2,1000322,3419,1733,0
2019,2,1000321,2954,1357,0
2019,2,1000320,1658,796,0
2019,2,1000319,2702,1624,0
2019,2,1000318,2213,949,0
2019,2,1000317,2646,1198,0
2019,2,1000316,1392,593,0
2019,2,1000315,2608,1222,0
2019,2,1000314,2099,1092,0
2019,2,1000313,3330,1662,0
2019,2,1000312,2928,1319,41
2019,2,1000311,2315,1010,0
2019,2,1000310,1356,715,0
2019,2,1000309,1269,693,0
2019,2,1000308,2191,1003,114
2019,2,1000307,1210,446,209
2019,2,1000306,1304,760,0
2019,2,1000305,2763,1387,0
2019,2,1000304,2400,1461,84
2019,2,1000303,2236,922,452
2019,2,1000302,1689,712,212
2019,2,1000301,1938,849,165
2019,2,1000300,3335,1818,85
2019,2,1000299,1799,994,62
2019,2,1000298,3472,1466,0
2019,2,1000297,1872,826,0
2019,2,1000296,267,153,0
2019,2,1000295,2053,1121,268
2019,2,1000294,987,443,0
2019,2,1000293,1509,938,0
2019,2,1000292,701,504,0
2019,2,1000291,1012,789,0
2019,2,1000290,991,605,0
2019,2,1000289,1621,983,0
2019,2,1000288,3008,1497,0
2019,2,1000287,3327,1439,342
2019,2,1000286,1677,838,0
2019,2,1000285,2233,1174,0
2019,2,1000284,3084,1811,0
2019,2,1000283,1989,893,0
2019,2,1000282,1640,644,95
2019,2,1000281,742,374,0
2019,2,1000280,1760,847,0
2019,2,1000279,2290,1198,0
2019,2,1000278,2342,1207,0
2019,2,1000277,1295,927,0
2019,2,1000276,2921,1578,0
2019,2,1000275,1517,947,0
2019,2,1000274,2355,1264,0
2019,2,1000273,2961,1236,0
2019,2,1000272,278,146,0
2019,2,1000271,374,215,0
2019,2,1000270,2278,1530,0
2019,2,1000269,1084,622,0
2019,2,1000268,2936,1299,392
2019,2,1000267,1332,628,0
2019,2,1000266,1915,839,0
2019,2,1000265,1015,488,97
2019,2,1000264,2740,1270,0
2019,2,1000263,1179,606,0
2019,2,1000262,1295,587,0
2019,2,1000261,275,172,0
2019,2,1000260,2611,1290,82
2019,2,1000259,3451,1590,107
2019,2,1000258,1978,1187,0
2019,2,1000257,2287,1070,30
2019,2,1000256,3066,1396,0
2019,2,1000255,3756,1350,484
2019,2,1000254,3180,1751,0
2019,2,1000253,3131,1341,535
2019,2,1000252,3893,1458,399
2019,2,1000251,4652,2410,0
2019,2,1000250,3219,1537,0
2019,2,1000249,2159,1222,0
2019,2,1000248,5399,2640,22
2019,2,1000247,2848,1367,0
2019,2,1000246,1994,940,0
2019,2,1000245,2887,1614,0
2019,2,1000244,3095,1529,0
2019,2,1000243,1356,728,0
2019,2,1000242,2668,1231,0
2019,2,1000241,1920,884,0
2019,2,1000240,1447,739,0
2019,2,1000239,2371,1154,0
2019,2,1000238,3673,1838,0
2019,2,1000237,2697,1470,0
2019,2,1000236,3015,1362,0
2019,2,1000235,2426,1089,0
2019,2,1000234,2839,1555,0
2019,2,1000233,1752,762,110
2019,2,1000232,3433,1547,0
2019,2,1000231,2694,1422,0
2019,2,1000230,4319,2378,0
2019,2,1000229,3029,1366,146
2019,2,1000228,5044,2339,59
2019,2,1000227,1960,917,19
2019,2,1000226,4220,2034,364
2019,2,1000225,1419,565,127
2019,2,1000224,5220,2377,109
2019,2,1000223,4285,2387,0
2019,2,1000222,2290,1242,196
2019,2,1000221,2597,1442,0
2019,2,1000220,1304,788,0
2019,2,1000219,2534,1491,0
2019,2,1000218,1974,1099,0
2019,2,1000217,2386,922,421
2019,2,1000216,1844,985,0
2019,2,1000215,872,390,0
2019,2,1000214,3130,1674,44
2019,2,1000213,2761,1224,418
2019,2,1000212,2360,1023,93
2019,2,1000211,2583,1346,0
2019,2,1000210,2859,1712,35
2019,2,1000209,207,104,0
2019,2,1000208,1387,1051,0
2019,2,1000207,1016,656,0
2019,2,1000206,3144,1832,0
2019,2,1000205,1473,872,0
2019,2,1000204,1649,776,0
2019,2,1000203,1970,972,0
2019,2,1000202,2291,960,162
2019,2,1000201,2085,910,305
2019,2,1000200,932,497,25
2019,2,1000199,974,446,0
2019,2,1000198,2624,981,293
2019,2,1000197,1417,674,313
2019,2,1000196,602,271,0
2019,2,1000195,1457,538,140
2019,2,1000194,3339,1676,0
2019,2,1000193,3473,1898,310
2019,2,1000192,627,363,0
2019,2,1000191,1076,632,0
2019,2,1000190,1564,927,0
2019,2,1000189,2393,1115,114
2019,2,1000188,4149,2336,0
2019,2,1000187,3392,1494,437
2019,2,1000186,1821,860,155
2019,2,1000185,2021,780,150
2019,2,1000184,2001,1006,0
2019,2,1000183,1054,667,0
2019,2,1000182,1368,635,0
2019,2,1000181,559,252,107
2019,2,1000180,1556,955,0
2019,2,1000179,2586,1557,0
2019,2,1000178,1142,530,22
2019,2,1000177,1795,711,267
2019,2,1000176,3318,1652,0
2019,2,1000175,2831,1384,35
2019,2,1000174,1374,656,0
2019,2,1000173,1715,790,140
2019,2,1000172,3636,1729,451
2019,2,1000171,2334,1113,89
2019,2,1000170,214,111,0
2019,2,1000169,1245,779,0
2019,2,1000168,601,414,0
2019,2,1000167,3330,1369,22
2019,2,1000166,3065,1315,0
2019,2,1000165,3559,1769,214
2019,2,1000164,3711,1626,150
2019,2,1000163,2772,1174,0
2019,2,1000162,4521,1924,17
2019,2,1000161,2530,1140,0
2019,2,1000160,3052,1482,58
2019,2,1000159,1886,968,0
2019,2,1000158,3832,2055,0
2019,2,1000157,3903,1715,39
2019,2,1000156,5416,2408,38
2019,2,1000155,1476,639,201
2019,2,1000154,3001,1246,70
2019,2,1000153,2877,1517,0
2019,2,1000152,1779,1013,0
2019,2,1000151,3042,1406,46
2019,2,1000150,4210,2155,0
2019,2,1000149,2935,1293,0
2019,2,1000148,3603,1455,33
2019,2,1000147,3665,1461,30
2019,2,1000146,3659,1696,0
2019,2,1000145,2990,1476,0
2019,2,1000144,1914,989,88
2019,2,1000143,2973,1849,169
2019,2,1000142,1845,1058,0
2019,2,1000141,3013,1071,389
2019,2,1000140,3639,1901,205
2019,2,1000139,5108,2702,0
2019,2,1000138,2317,1847,0
2019,2,1000137,3647,2530,0
2019,2,1000136,2083,986,0
2019,2,1000135,4150,2086,20
2019,2,1000134,4756,2222,31
2019,2,1000133,4137,1997,0
2019,2,1000132,4356,2061,0
2019,2,1000131,3897,1953,0
2019,2,1000130,679,316,0
2019,2,1000129,2665,1367,0
2019,2,1000128,1289,826,0
2019,2,1000127,2765,2316,41
2019,2,1000126,2107,1019,700
2019,2,1000125,922,488,57
2019,2,1000124,2624,1221,0
2019,2,1000123,1949,988,0
2019,2,1000122,2613,1232,0
2019,2,1000121,3063,1613,0
2019,2,1000120,2259,1073,175
2019,2,1000119,2870,1480,94
2019,2,1000118,2882,1485,0
2019,2,1000117,2417,1186,0
2019,2,1000116,1831,899,77
2019,2,1000115,1820,918,0
2019,2,1000114,429,397,0
2019,2,1000113,355,197,0
2019,2,1000112,2678,1414,0
2019,2,1000111,1292,661,0
2019,2,1000110,624,370,0
2019,2,1000109,1289,778,26
2019,2,1000108,259,146,0
2019,2,1000107,3209,1559,0
2019,2,1000106,3526,1813,0
2019,2,1000105,1793,880,54
2019,2,1000104,1128,611,0
2019,2,1000103,2392,1131,442
2019,2,1000102,2405,1645,0
2019,2,1000101,2274,1002,251
2019,2,1000100,1004,596,0
2019,2,1000099,1814,950,111
2019,2,1000098,2199,1175,0
2019,2,1000097,5859,2373,0
2019,2,1000096,1219,897,0
2019,2,1000095,2709,1378,302
2019,2,1000094,1329,483,35
2019,2,1000093,1827,875,0
2019,2,1000092,1831,914,87
2019,2,1000091,2877,1502,0
2019,2,1000090,3321,1433,109
2019,2,1000089,2321,1064,0
2019,2,1000088,4112,2059,14
2019,2,1000087,5621,2665,12
2019,2,1000086,3151,1496,48
2019,2,1000085,2228,1316,0
2019,2,1000084,566,362,0
2019,2,1000083,109,101,0
2019,2,1000082,751,433,0
2019,2,1000081,901,542,0
2019,2,1000080,666,464,0
2019,2,1000079,1590,1025,0
2019,2,1000078,474,279,0
2019,2,1000077,2701,1603,0
2019,2,1000076,2495,1309,0
2019,2,1000075,4221,1945,9
2019,2,1000074,3109,1672,15
2019,2,1000073,1678,1100,0
2019,2,1000072,2928,1421,0
2019,2,1000071,2351,1633,0
2019,2,1000070,636,339,0
2019,2,1000069,1812,936,228
2019,2,1000068,1019,601,0
2019,2,1000067,2331,1223,0
2019,2,1000066,1491,688,0
2019,2,1000065,1866,834,38
2019,2,1000064,2302,1252,0
2019,2,1000063,1235,717,46
2019,2,1000062,2666,1537,0
2019,2,1000061,2708,1253,0
2019,2,1000060,2227,1120,0
2019,2,1000059,2522,1255,0
2019,2,1000058,4152,2091,303
2019,2,1000057,4401,2001,16
2019,2,1000056,3185,1926,0
2019,2,1000055,1423,739,0
2019,2,1000054,850,455,0
2019,2,1000053,771,394,0
2019,2,1000052,534,289,0
2019,2,1000051,955,519,0
2019,2,1000050,418,213,0
2019,2,1000049,3440,1838,0
2019,2,1000048,1491,1036,0
2019,2,1000047,1130,623,0
2019,2,1000046,618,366,0
2019,2,1000045,706,406,0
2019,2,1000044,935,491,113
2019,2,1000043,2037,1071,0
2019,2,1000042,1792,896,0
2019,2,1000041,1480,796,0
2019,2,1000040,107,46,0
2019,2,1000039,531,23,0
2019,2,1000038,697,347,0
2019,2,1000037,2114,963,0
2019,2,1000036,1877,958,0
2019,2,1000035,4601,2026,102
2019,2,1000034,2072,1122,0
2019,2,1000033,875,591,0
2019,2,1000032,1436,650,230
2019,2,1000031,2022,961,153
2019,2,1000030,3551,1835,0
2019,2,1000029,1076,633,0
2019,2,1000028,3351,1949,50
2019,2,1000027,722,326,0
2019,2,1000026,1787,865,0
2019,2,1000025,925,449,0
2019,2,1000024,2347,1040,63
2019,2,1000023,1293,782,0
2019,2,1000022,802,407,0
2019,2,1000021,924,650,0
2019,2,1000020,2307,1170,0
2019,2,1000019,3627,2025,62
2019,2,1000018,461,370,0
2019,2,1000017,45,37,0
2019,2,1000016,699,347,0
2019,2,1000015,1644,879,0
2019,2,1000014,469,253,0
2019,2,1000013,249,166,0
2019,2,1000012,2586,1087,111
2019,2,1000011,1770,916,0
2019,2,1000010,947,600,0
2019,2,1000009,759,408,0
2019,2,1000008,682,326,0
2019,2,1000007,451,214,0
2019,2,1000006,663,368,0
2019,2,1000005,1694,725,0
2019,2,1000004,1453,884,0
2019,2,1000003,1214,805,0
2019,2,1000002,841,775,8
2019,2,1000001,1806,785,0
2019,1,1001496,26,15,0
2019,1,1001495,7083,3958,52
2019,1,1001494,1930,1500,180
2019,1,1001493,2012,1134,28
2019,1,1001492,1118,497,0
2019,1,1001491,5396,3366,0
2019,1,1001490,3178,1312,171
2019,1,1001489,613,261,97
2019,1,1001488,954,490,33
2019,1,1001487,139,117,0
2019,1,1001486,180,110,0
2019,1,1001485,351,179,0
2019,1,1001484,843,347,0
2019,1,1001483,887,496,0
2019,1,1001482,316,158,0
2019,1,1001481,2011,700,521
2019,1,1001480,2387,1300,0
2019,1,1001479,839,421,0
2019,1,1001478,5244,2547,112
2019,1,1001477,958,463,0
2019,1,1001476,2267,1132,0
2019,1,1001475,8,8,0
2019,1,1001474,235,87,74
2019,1,1001473,167,55,55
2019,1,1001472,85,43,0
2019,1,1001471,1171,722,0
2019,1,1001470,287,108,108
2019,1,1001469,94,62,0
2019,1,1001468,177,73,0
2019,1,1001467,75,30,0
2019,1,1001466,649,308,44
2019,1,1001465,49,35,0
2019,1,1001464,174,121,0
2019,1,1001463,53,42,0
2019,1,1001462,587,374,0
2019,1,1001461,3,1,0
2019,1,1001460,2249,1322,0
2019,1,1001459,418,273,0
2019,1,1001458,1476,965,0
2019,1,1001457,449,336,0
2019,1,1001456,13,7,0
2019,1,1001455,100,75,0
2019,1,1001454,427,339,0
2019,1,1001453,613,441,0
2019,1,1001452,649,422,0
2019,1,1001451,7,2,0
2019,1,1001450,563,313,0
2019,1,1001449,572,354,0
2019,1,1001448,1055,481,0
2019,1,1001447,1920,1084,0
2019,1,1001446,178,111,0
2019,1,1001445,56,40,0
2019,1,1001444,1623,945,0
2019,1,1001443,120,70,70
2019,1,1001442,16,10,0
2019,1,1001441,442,268,0
2019,1,1001440,165,130,0
2019,1,1001439,402,216,0
2019,1,1001438,333,164,0
2019,1,1001437,123,51,51
2019,1,1001436,91,45,0
2019,1,1001435,107,41,0
2019,1,1001433,721,396,122
2019,1,1001432,67,47,0
2019,1,1001431,287,157,0
2019,1,1001430,2332,1803,500
2019,1,1001429,403,186,0
2019,1,1001428,287,175,0
2019,1,1001427,2195,1189,0
2019,1,1001426,10,7,0
2019,1,1001425,43,18,0
2019,1,1001424,1682,831,0
2019,1,1001423,86,77,0
2019,1,1001422,159,95,0
2019,1,1001421,370,158,0
2019,1,1001420,611,272,61
2019,1,1001419,256,154,0
2019,1,1001418,657,389,0
2019,1,1001417,123,76,0
2019,1,1001416,172,157,0
2019,1,1001415,588,262,92
2019,1,1001414,522,230,0
2019,1,1001413,1150,571,28
2019,1,1001412,353,173,0
2019,1,1001411,1877,866,0
2019,1,1001409,1056,453,0
2019,1,1001408,70,39,0
2019,1,1001407,4,4,0
2019,1,1001406,263,168,0
2019,1,1001405,473,222,0
2019,1,1001404,169,87,0
2019,1,1001403,127,46,0
2019,1,1001402,168,82,0
2019,1,1001401,62,23,22
2019,1,1001400,342,187,0
2019,1,1001399,365,133,0
2019,1,1001398,1666,766,45
2019,1,1001397,1199,563,0
2019,1,1001396,1159,452,46
2019,1,1001395,1169,585,105
2019,1,1001394,1213,728,73
2019,1,1001392,36,18,0
2019,1,1001391,807,357,0
2019,1,1001390,1975,1039,0
2019,1,1001389,87,40,40
2019,1,1001388,250,125,125
2019,1,1001387,25,23,0
2019,1,1001386,68,35,0
2019,1,1001385,406,213,0
2019,1,1001384,9,6,0
2019,1,1001383,12,5,0
2019,1,1001382,155,68,68
2019,1,1001381,384,233,0
2019,1,1001380,510,250,0
2019,1,1001379,308,160,45
2019,1,1001378,128,74,0
2019,1,1001377,360,229,0
2019,1,1001376,114,70,0
2019,1,1001375,164,70,0
2019,1,1001374,606,299,0
2019,1,1001373,210,85,0
2019,1,1001372,15,7,0
2019,1,1001371,482,240,0
2019,1,1001370,11,11,0
2019,1,1001369,177,133,0
2019,1,1001368,256,130,0
2019,1,1001367,1972,880,129
2019,1,1001365,1582,802,0
2019,1,1001364,1000,473,0
2019,1,1001363,763,399,0
2019,1,1001362,374,183,0
2019,1,1001361,174,82,0
2019,1,1001360,1245,617,0
2019,1,1001359,2295,956,0
2019,1,1001358,63,29,0
2019,1,1001357,1479,638,0
2019,1,1001356,49,19,0
2019,1,1001355,734,427,0
2019,1,1001354,1669,725,0
2019,1,1001353,628,317,87
2019,1,1001352,1164,539,101
2019,1,1001351,138,73,0
2019,1,1001350,232,142,0
2019,1,1001349,1530,861,0
2019,1,1001348,30,15,0
2019,1,1001347,1847,903,0
2019,1,1001346,158,85,0
2019,1,1001345,80,47,0
2019,1,1001344,30,12,0
2019,1,1001343,1115,493,0
2019,1,1001342,236,112,0
2019,1,1001341,17,17,0
2019,1,1001340,1419,665,0
2019,1,1001339,1058,432,136
2019,1,1001338,218,120,0
2019,1,1001337,116,52,0
2019,1,1001336,2088,1054,40
2019,1,1001335,1448,587,0
